WP,00,2047070900,    , INVEST,   0, 162N, 1421E,  20,   1005, DB,
WP,00,2047070906,    , INVEST,   0, 168N, 1415E,  20,   1013, DB,
WP,00,2047070912,    , INVEST,   0, 172N, 1404E,  20,   1013, DB,
WP,00,2047070918,    , INVEST,   0, 175N, 1393E,  25,   1013, DB,
WP,00,2047071000,    , INVEST,   0, 179N, 1391E,  25,   1013, DB,
WP,00,2047071006,    , INVEST,   0, 181N, 1387E,  30,   1012, TD,
WP,00,2047071012,    , INVEST,   0, 183N, 1380E,  35,   1012, TS,
WP,00,2047071018,    , INVEST,   0, 186N, 1368E,  45,   1012, TS,
WP,00,2047071100,    , INVEST,   0, 192N, 1363E,  45,   1011, TS,
WP,00,2047071106,    , INVEST,   0, 201N, 1358E,  55,   1011, TS,
WP,00,2047071112,    , INVEST,   0, 211N, 1358E,  65,   1010, TY,
WP,00,2047071118,    , INVEST,   0, 220N, 1361E,  75,   1009, TY,
WP,00,2047071200,    , INVEST,   0, 229N, 1367E,  85,   1008, TY,
WP,00,2047071206,    , INVEST,   0, 241N, 1370E,  100,   1007, TY,
WP,00,2047071212,    , INVEST,   0, 250N, 1377E,  115,   1006, TY,
WP,00,2047071218,    , INVEST,   0, 260N, 1384E,  120,   1006, TY,
WP,00,2047071300,    , INVEST,   0, 272N, 1395E,  125,   1005, TY,
WP,00,2047071306,    , INVEST,   0, 285N, 1405E,  120,   1004, TY,
WP,00,2047071312,    , INVEST,   0, 298N, 1414E,  110,   1003, TY,
WP,00,2047071318,    , INVEST,   0, 308N, 1424E,  105,   1002, TY,
WP,00,2047071400,    , INVEST,   0, 318N, 1435E,  95,   1002, TY,
WP,00,2047071406,    , INVEST,   0, 327N, 1452E,  90,   1001, TY,
WP,00,2047071412,    , INVEST,   0, 337N, 1465E,  80,   1000, TY,
WP,00,2047071418,    , INVEST,   0, 345N, 1480E,  65,   1000, TY,
WP,00,2047071500,    , INVEST,   0, 357N, 1495E,  15,   1000, EX,
WP,00,2047071506,    , INVEST,   0, 372N, 1513E,  15,   999, EX,
WP,00,2047071512,    , INVEST,   0, 380N, 1530E,  15,   1000, EX,
WP,00,2047071518,    , INVEST,   0, 389N, 1552E,  15,   1002, EX,
WP,00,2047071600,    , INVEST,   0, 400N, 1565E,  15,   1005, EX,
WP,00,2047071606,    , INVEST,   0, 414N, 1572E,  15,   1013, EX,
WP,00,2047071612,    , INVEST,   0, 429N, 1584E,  15,   1013, EX,
WP,00,2047071618,    , INVEST,   0, 439N, 1596E,  15,   1013, EX,
WP,00,2047071700,    , INVEST,   0, 458N, 1604E,  15,   1013, EX,
WP,00,2047071706,    , INVEST,   0, 480N, 1611E,  15,   1013, EX,
WP,00,2047071712,    , INVEST,   0, 492N, 1612E,  15,   1026, EX,
WP,00,2047071718,    , INVEST,   0, 506N, 1609E,  15,   1026, EX,
WP,00,2047071800,    , INVEST,   0, 523N, 1604E,  15,   1026, EX,
WP,00,2047071806,    , INVEST,   0, 541N, 1602E,  15,   1026, EX,
WP,00,2047071812,    , INVEST,   0, 553N, 1599E,  15,   1026, EX,
WP,00,2047071818,    , INVEST,   0, 566N, 1614E,  15,   1026, EX,
WP,12,2047071900,    , INVEST,   0, 584N, 1625E,  15,   , EX,
