WP,18,2047092000,    , INVEST,   0, 278N, 1424E,  20,   1005, DB,
WP,00,2047092006,    , INVEST,   0, 285N, 1428E,  20,   1013, DB,
WP,00,2047092012,    , INVEST,   0, 294N, 1430E,  25,   1013, DB,
WP,00,2047092018,    , INVEST,   0, 302N, 1436E,  25,   1013, DB,
WP,00,2047092100,    , INVEST,   0, 305N, 1442E,  30,   1013, TD,
WP,00,2047092106,    , INVEST,   0, 314N, 1447E,  30,   1012, TD,
WP,00,2047092112,    , INVEST,   0, 322N, 1456E,  35,   1012, TS,
WP,00,2047092118,    , INVEST,   0, 331N, 1466E,  35,   1012, TS,
WP,00,2047092200,    , INVEST,   0, 343N, 1471E,  40,   1011, TS,
WP,00,2047092206,    , INVEST,   0, 351N, 1480E,  40,   1011, TS,
WP,00,2047092212,    , INVEST,   0, 359N, 1488E,  40,   1010, TS,
WP,00,2047092218,    , INVEST,   0, 371N, 1492E,  35,   1009, TS,
WP,00,2047092300,    , INVEST,   0, 385N, 1502E,  30,   1008, TD,
WP,00,2047092306,    , INVEST,   0, 393N, 1513E,  25,   1007, DB,
WP,00,2047092312,    , INVEST,   0, 399N, 1522E,  15,   1006, EX,
WP,00,2047092318,    , INVEST,   0, 408N, 1537E,  15,   1006, EX,
WP,00,2047092400,    , INVEST,   0, 425N, 1555E,  15,   1005, EX,
WP,00,2047092406,    , INVEST,   0, 437N, 1560E,  15,   1004, EX,
WP,00,2047092412,    , INVEST,   0, 448N, 1574E,  15,   1003, EX,
WP,00,2047092418,    , INVEST,   0, 455N, 1583E,  15,   1002, EX,
WP,00,2047092500,    , INVEST,   0, 462N, 1591E,  15,   1002, EX,
WP,00,2047092506,    , INVEST,   0, 474N, 1598E,  15,   1001, EX,
WP,00,2047092512,    , INVEST,   0, 487N, 1609E,  15,   1000, EX,
WP,00,2047092518,    , INVEST,   0, 494N, 1618E,  15,   1000, EX,
WP,00,2047092600,    , INVEST,   0, 496N, 1635E,  15,   1000, EX,
WP,00,2047092606,    , INVEST,   0, 503N, 1646E,  15,   999, EX,
WP,00,2047092612,    , INVEST,   0, 511N, 1657E,  15,   1000, EX,
WP,00,2047092618,    , INVEST,   0, 521N, 1666E,  15,   1002, EX,
WP,00,2047092700,    , INVEST,   0, 528N, 1672E,  15,   1005, EX,
WP,00,2047092706,    , INVEST,   0, 533N, 1680E,  15,   1013, EX,
WP,00,2047092712,    , INVEST,   0, 533N, 1697E,  15,   1013, EX,
WP,00,2047092718,    , INVEST,   0, 533N, 1710E,  15,   1013, EX,
WP,00,2047092800,    , INVEST,   0, 536N, 1724E,  15,   1013, EX,
WP,00,2047092806,    , INVEST,   0, 539N, 1736E,  15,   1013, EX,
WP,00,2047092812,    , INVEST,   0, 541N, 1744E,  15,   1026, EX,
WP,00,2047092818,    , INVEST,   0, 551N, 1760E,  15,   1026, EX,
WP,00,2047092900,    , INVEST,   0, 557N, 1769E,  15,   1026, EX,
WP,00,2047092906,    , INVEST,   0, 568N, 1778E,  15,   1026, EX,
WP,00,2047092912,    , INVEST,   0, 583N, 1793E,  15,   1026, EX,
WP,00,2047092918,    , INVEST,   0, 594N, 1809E,  15,   1026, EX,
WP,00,2047093000,    , INVEST,   0, 598N, 1827E,  15,   , EX,
WP,00,2047093006,    , INVEST,   0, 609N, 1848E,  15,   , EX,
WP,00,2047093012,    , INVEST,   0, 616N, 1871E,  15,   , EX,
WP,00,2047093018,    , INVEST,   0, 619N, 1885E,  15,   , EX,
WP,00,2047100100,    , INVEST,   0, 630N, 1889E,  15,   , EX,
WP,00,2047100106,    , INVEST,   0, 635N, 1902E,  15,   , EX,
WP,00,2047100112,    , INVEST,   0, 650N, 1908E,  15,   , EX,
WP,00,2047100118,    , INVEST,   0, 660N, 1910E,  15,   , EX,
WP,00,2047100200,    , INVEST,   0, 662N, 1914E,  15,   , EX,
