WP,19,2047100112,    , INVEST,   0, 157N, 1263E,  25,   1005, DB,
WP,00,2047100118,    , INVEST,   0, 163N, 1261E,  25,   1013, DB,
WP,00,2047100200,    , INVEST,   0, 168N, 1256E,  25,   1013, DB,
WP,00,2047100206,    , INVEST,   0, 174N, 1250E,  30,   1013, TD,
WP,00,2047100212,    , INVEST,   0, 181N, 1245E,  30,   1013, TD,
WP,00,2047100218,    , INVEST,   0, 186N, 1239E,  35,   1012, TS,
WP,00,2047100300,    , INVEST,   0, 194N, 1228E,  45,   1012, TS,
WP,00,2047100306,    , INVEST,   0, 198N, 1219E,  55,   1012, TS,
WP,00,2047100312,    , INVEST,   0, 201N, 1201E,  65,   1011, TY,
WP,00,2047100318,    , INVEST,   0, 209N, 1196E,  85,   1011, TY,
WP,00,2047100400,    , INVEST,   0, 216N, 1192E,  100,   1010, TY,
WP,00,2047100406,    , INVEST,   0, 223N, 1189E,  105,   1009, TY,
WP,00,2047100412,    , INVEST,   0, 232N, 1183E,  100,   1008, TY,
WP,00,2047100418,    , INVEST,   0, 242N, 1179E,  85,   1007, TY,
WP,00,2047100500,    , INVEST,   0, 251N, 1179E,  70,   1006, TY,
WP,00,2047100506,    , INVEST,   0, 260N, 1184E,  55,   1006, TS,
WP,00,2047100512,    , INVEST,   0, 269N, 1188E,  40,   1005, TS,
WP,00,2047100518,    , INVEST,   0, 278N, 1192E,  25,   1004, DB,
WP,00,2047100600,    , INVEST,   0, 289N, 1192E,  15,   1003, DB,
WP,00,2047100606,    , INVEST,   0, 298N, 1201E,  5,   1002, DB,
