WP,00,2047031200,    , INVEST,   0, 109N, 1460E,  15,   1014, DB,
WP,00,2047031206,    , INVEST,   0, 120N, 1455E,  15,   1015, DB,
WP,00,2047031212,    , INVEST,   0, 122N, 1447E,  15,   1015, DB,
WP,00,2047031218,    , INVEST,   0, 130N, 1440E,  15,   1014, DB,
WP,00,2047031300,    , INVEST,   0, 131N, 1432E,  15,   1013, DB,
WP,00,2047031306,    , INVEST,   0, 136N, 1424E,  15,   1012, DB,
WP,00,2047031312,    , INVEST,   0, 137N, 1418E,  20,   1012, DB,
WP,00,2047031318,    , INVEST,   0, 142N, 1412E,  20,   1012, DB,
WP,00,2047031400,    , INVEST,   0, 145N, 1403E,  25,   1010, DB,
WP,00,2047031406,    , INVEST,   0, 145N, 1394E,  25,   1008, DB,
WP,00,2047031412,    , INVEST,   0, 150N, 1383E,  30,   1006, TD,
WP,00,2047031418,    , INVEST,   0, 150N, 1375E,  30,   1004, TD,
WP,00,2047031500,    , INVEST,   0, 157N, 1363E,  35,   1002, TS,
WP,00,2047031506,    , INVEST,   0, 162N, 1354E,  40,   1000, TS,
WP,00,2047031512,    , INVEST,   0, 165N, 1345E,  45,   998, TS,
WP,00,2047031518,    , INVEST,   0, 170N, 1334E,  45,   996, TS,
WP,00,2047031600,    , INVEST,   0, 178N, 1327E,  50,   993, TS,
WP,00,2047031606,    , INVEST,   0, 185N, 1322E,  55,   992, TS,
WP,00,2047031612,    , INVEST,   0, 197N, 1319E,  55,   991, TS,
WP,00,2047031618,    , INVEST,   0, 213N, 1317E,  55,   989, TS,
WP,00,2047031700,    , INVEST,   0, 223N, 1321E,  50,   990, TS,
WP,00,2047031706,    , INVEST,   0, 236N, 1330E,  40,   994, TS,
WP,00,2047031712,    , INVEST,   0, 255N, 1339E,  35,   999, TS,
WP,00,2047031718,    , INVEST,   0, 268N, 1347E,  25,   1002, DB,
WP,00,2047031800,    , INVEST,   0, 280N, 1343E,  20,   1004, DB,
WP,00,2047031806,    , INVEST,   0, 293N, 1350E,  15,   1005, DB,
WP,00,2047031812,    , INVEST,   0, 308N, 1357E,  20,   1003, EX,
WP,00,2047031818,    , INVEST,   0, 318N, 1361E,  25,   1001, EX,
WP,00,2047031900,    , INVEST,   0, 327N, 1365E,  25,   1000, EX,
WP,00,2047031906,    , INVEST,   0, 335N, 1372E,  30,   1000, EX,
WP,00,2047031912,    , INVEST,   0, 344N, 1378E,  30,   1002, EX,
WP,00,2047031918,    , INVEST,   0, 355N, 1377E,  20,   1005, EX,
WP,00,2047032000,    , INVEST,   0, 366N, 1388E,  15,   1009, EX,
WP,02,2047032006,    , INVEST,   0, 371N, 1398E,  15,   1011, EX,
