WP,12,2030072000,    , INVEST,   0, 279N, 1698E,  15,   1005, DB,
WP,12,2030072006,    , INVEST,   0, 287N, 1697E,  15,   1013, DB,
WP,12,2030072012,    , INVEST,   0, 290N, 1694E,  20,   1013, DB,
WP,12,2030072018,    , INVEST,   0, 298N, 1691E,  25,   1013, DB,
WP,12,2030072100,    , INVEST,   0, 305N, 1695E,  25,   1013, DB,
WP,12,2030072106,    , INVEST,   0, 311N, 1697E,  25,   1012, DB,
WP,12,2030072112,    , INVEST,   0, 320N, 1700E,  25,   1012, DB,
WP,12,2030072118,    , INVEST,   0, 327N, 1700E,  30,   1012, TD,
WP,12,2030072200,    , INVEST,   0, 337N, 1702E,  30,   1011, TD,
WP,12,2030072206,    , INVEST,   0, 343N, 1707E,  30,   1011, TD,
WP,12,2030072212,    , INVEST,   0, 351N, 1717E,  30,   1010, TD,12W
