WP,30,2030102106,    , INVEST,   0, 189N, 1279E,  15,   1005, DB,
WP,30,2030102112,    , INVEST,   0, 196N, 1286E,  15,   1013, DB,
WP,30,2030102118,    , INVEST,   0, 205N, 1292E,  20,   1013, DB,
WP,30,2030102200,    , INVEST,   0, 213N, 1300E,  20,   1013, DB,
WP,30,2030102206,    , INVEST,   0, 224N, 1314E,  25,   1013, DB,
WP,30,2030102212,    , INVEST,   0, 235N, 1326E,  30,   1012, TD,
WP,30,2030102218,    , INVEST,   0, 246N, 1339E,  35,   1012, TS,
WP,30,2030102300,    , INVEST,   0, 258N, 1349E,  30,   1012, TD,
WP,30,2030102306,    , INVEST,   0, 266N, 1367E,  30,   1011, TD,
WP,30,2030102312,    , INVEST,   0, 277N, 1386E,  25,   1011, DB,
WP,30,2030102318,    , INVEST,   0, 290N, 1404E,  25,   1010, DB,30W
