WP,00,2047061406,    , INVEST,   0, 87N, 1393E,  15,   1007, DB,
WP,00,2047061412,    , INVEST,   0, 94N, 1386E,  15,   1007, DB,
WP,00,2047061418,    , INVEST,   0, 98N, 1371E,  15,   1007, DB,
WP,00,2047061500,    , INVEST,   0, 98N, 1361E,  20,   1007, DB,
WP,00,2047061506,    , INVEST,   0, 105N, 1353E,  20,   1006, DB,
WP,00,2047061512,    , INVEST,   0, 106N, 1344E,  25,   1004, DB,
WP,00,2047061518,    , INVEST,   0, 110N, 1338E,  25,   1003, DB,
WP,00,2047061600,    , INVEST,   0, 110N, 1331E,  30,   1000, TD,
WP,00,2047061606,    , INVEST,   0, 115N, 1322E,  35,   998, TS,
WP,00,2047061612,    , INVEST,   0, 122N, 1315E,  35,   996, TS,
WP,00,2047061618,    , INVEST,   0, 122N, 1310E,  40,   994, TS,
WP,00,2047061700,    , INVEST,   0, 126N, 1302E,  50,   991, TS,
WP,00,2047061706,    , INVEST,   0, 128N, 1291E,  65,   987, TY,
WP,00,2047061712,    , INVEST,   0, 132N, 1285E,  70,   982, TY,
WP,00,2047061718,    , INVEST,   0, 137N, 1277E,  80,   978, TY,
WP,00,2047061800,    , INVEST,   0, 142N, 1266E,  90,   971, TY,
WP,00,2047061806,    , INVEST,   0, 146N, 1254E,  95,   966, TY,
WP,00,2047061812,    , INVEST,   0, 144N, 1243E,  105,   959, TY,
WP,00,2047061818,    , INVEST,   0, 137N, 1235E,  100,   958, TY,
WP,00,2047061900,    , INVEST,   0, 130N, 1220E,  80,   970, TY,
WP,00,2047061906,    , INVEST,   0, 130N, 1210E,  70,   981, TY,
WP,00,2047061912,    , INVEST,   0, 131N, 1193E,  55,   987, TS,
WP,00,2047061918,    , INVEST,   0, 131N, 1183E,  45,   991, TS,
WP,00,2047062000,    , INVEST,   0, 137N, 1172E,  45,   992, TS,
WP,00,2047062006,    , INVEST,   0, 139N, 1162E,  40,   992, TS,
WP,00,2047062012,    , INVEST,   0, 146N, 1159E,  40,   994, TS,
WP,00,2047062018,    , INVEST,   0, 148N, 1155E,  40,   994, TS,
WP,00,2047062100,    , INVEST,   0, 153N, 1158E,  45,   992, TS,
WP,00,2047062106,    , INVEST,   0, 160N, 1160E,  55,   987, TS,
WP,00,2047062112,    , INVEST,   0, 168N, 1168E,  65,   981, TY,
WP,00,2047062118,    , INVEST,   0, 175N, 1178E,  65,   979, TY,
WP,00,2047062200,    , INVEST,   0, 183N, 1185E,  70,   977, TY,
WP,00,2047062206,    , INVEST,   0, 191N, 1199E,  75,   975, TY,
WP,00,2047062212,    , INVEST,   0, 203N, 1208E,  75,   974, TY,
WP,00,2047062218,    , INVEST,   0, 215N, 1214E,  85,   970, TY,
WP,00,2047062300,    , INVEST,   0, 225N, 1219E,  85,   968, TY,
WP,00,2047062306,    , INVEST,   0, 235N, 1229E,  90,   965, TY,
WP,00,2047062312,    , INVEST,   0, 247N, 1244E,  85,   965, TY,
WP,00,2047062318,    , INVEST,   0, 257N, 1252E,  75,   970, TY,
WP,00,2047062400,    , INVEST,   0, 267N, 1266E,  65,   978, TY,
WP,00,2047062406,    , INVEST,   0, 277N, 1275E,  55,   983, TS,
WP,00,2047062412,    , INVEST,   0, 288N, 1286E,  50,   986, TS,
WP,00,2047062418,    , INVEST,   0, 293N, 1294E,  45,   989, TS,
WP,00,2047062500,    , INVEST,   0, 296N, 1309E,  15,   991, EX,
WP,00,2047062506,    , INVEST,   0, 303N, 1319E,  15,   992, EX,
WP,00,2047062512,    , INVEST,   0, 313N, 1336E,  15,   990, EX,
WP,00,2047062518,    , INVEST,   0, 323N, 1347E,  15,   989, EX,
WP,00,2047062600,    , INVEST,   0, 335N, 1354E,  15,   988, EX,
WP,00,2047062606,    , INVEST,   0, 352N, 1356E,  15,   988, EX,
WP,00,2047062612,    , INVEST,   0, 359N, 1361E,  15,   990, EX,
WP,00,2047062618,    , INVEST,   0, 368N, 1376E,  15,   992, EX,
WP,00,2047062700,    , INVEST,   0, 382N, 1381E,  15,   993, EX,
WP,00,2047062706,    , INVEST,   0, 396N, 1388E,  15,   994, EX,
WP,00,2047062712,    , INVEST,   0, 413N, 1399E,  15,   996, EX,
WP,00,2047062718,    , INVEST,   0, 428N, 1409E,  15,   999, EX,
WP,07,2047062800,    , INVEST,   0, 429N, 1421E,  15,   1004, EX,
