WP,41,2047121900,    , INVEST,   0, 73N, 1464E,  15,   1005, DB,
WP,00,2047121906,    , INVEST,   0, 75N, 1457E,  15,   1013, DB,
WP,00,2047121912,    , INVEST,   0, 80N, 1447E,  15,   1013, DB,
WP,00,2047121918,    , INVEST,   0, 81N, 1442E,  15,   1013, DB,
WP,00,2047122000,    , INVEST,   0, 85N, 1434E,  20,   1013, DB,
WP,00,2047122006,    , INVEST,   0, 86N, 1426E,  20,   1012, DB,
WP,00,2047122012,    , INVEST,   0, 87N, 1414E,  20,   1012, DB,
WP,00,2047122018,    , INVEST,   0, 92N, 1409E,  25,   1012, DB,
WP,00,2047122100,    , INVEST,   0, 95N, 1406E,  25,   1011, DB,
WP,00,2047122106,    , INVEST,   0, 95N, 1403E,  30,   1011, TD,
WP,00,2047122112,    , INVEST,   0, 97N, 1394E,  30,   1010, TD,
WP,00,2047122118,    , INVEST,   0, 103N, 1386E,  35,   1009, TS,
WP,00,2047122200,    , INVEST,   0, 105N, 1377E,  40,   1008, TS,
WP,00,2047122206,    , INVEST,   0, 113N, 1372E,  45,   1007, TS,
WP,00,2047122212,    , INVEST,   0, 116N, 1365E,  45,   1006, TS,
WP,00,2047122218,    , INVEST,   0, 122N, 1354E,  50,   1006, TS,
WP,00,2047122300,    , INVEST,   0, 127N, 1349E,  55,   1005, TS,
WP,00,2047122306,    , INVEST,   0, 131N, 1340E,  65,   1004, TY,
WP,00,2047122312,    , INVEST,   0, 138N, 1328E,  75,   1003, TY,
WP,00,2047122318,    , INVEST,   0, 141N, 1317E,  85,   1002, TY,
WP,00,2047122400,    , INVEST,   0, 145N, 1310E,  105,   1002, TY,
WP,00,2047122406,    , INVEST,   0, 149N, 1302E,  125,   1001, TY,
WP,00,2047122412,    , INVEST,   0, 149N, 1294E,  115,   1000, TY,
WP,00,2047122418,    , INVEST,   0, 151N, 1286E,  100,   1000, TY,
WP,00,2047122500,    , INVEST,   0, 151N, 1278E,  105,   1000, TY,
WP,00,2047122506,    , INVEST,   0, 150N, 1266E,  120,   999, TY,
WP,00,2047122512,    , INVEST,   0, 150N, 1255E,  130,   1000, TY,
WP,00,2047122518,    , INVEST,   0, 150N, 1239E,  145,   1002, TY,
WP,00,2047122600,    , INVEST,   0, 150N, 1227E,  155,   1005, TY,
WP,00,2047122606,    , INVEST,   0, 150N, 1217E,  155,   1013, TY,
WP,00,2047122612,    , INVEST,   0, 146N, 1208E,  120,   1013, TY,
WP,00,2047122618,    , INVEST,   0, 146N, 1195E,  75,   1013, TY,
WP,00,2047122700,    , INVEST,   0, 141N, 1179E,  55,   1013, TS,
WP,00,2047122706,    , INVEST,   0, 141N, 1168E,  40,   1013, TS,
WP,00,2047122712,    , INVEST,   0, 140N, 1159E,  35,   1026, TS,
WP,00,2047122718,    , INVEST,   0, 140N, 1147E,  30,   1026, TD,
WP,00,2047122800,    , INVEST,   0, 139N, 1139E,  25,   1026, DB,
WP,00,2047122806,    , INVEST,   0, 134N, 1127E,  20,   1026, DB,
WP,00,2047122812,    , INVEST,   0, 136N, 1114E,  15,   1026, DB,
WP,00,2047122818,    , INVEST,   0, 137N, 1099E,  5,   1026, DB,
WP,00,2047122900,    , INVEST,   0, 138N, 1094E,  15,   , DB,
WP,00,2047122906,    , INVEST,   0, 138N, 1083E,  5,   , DB,
WP,00,2047122912,    , INVEST,   0, 136N, 1071E,  15,   , DB,
WP,00,2047122918,    , INVEST,   0, 136N, 1060E,  5,   , DB,
