WP,39,2047112706,    , INVEST,   0, 157N, 1280E,  20,   1005, DB,
WP,00,2047112712,    , INVEST,   0, 157N, 1275E,  20,   1013, DB,
WP,00,2047112718,    , INVEST,   0, 157N, 1267E,  20,   1013, DB,
WP,00,2047112800,    , INVEST,   0, 158N, 1255E,  25,   1013, DB,
WP,00,2047112806,    , INVEST,   0, 158N, 1248E,  25,   1013, DB,
WP,00,2047112812,    , INVEST,   0, 158N, 1238E,  25,   1012, DB,
WP,00,2047112818,    , INVEST,   0, 159N, 1232E,  30,   1012, TD,
WP,00,2047112900,    , INVEST,   0, 161N, 1227E,  30,   1012, TD,
WP,00,2047112906,    , INVEST,   0, 164N, 1215E,  25,   1011, DB,
WP,00,2047112912,    , INVEST,   0, 168N, 1205E,  25,   1011, DB,
WP,00,2047112918,    , INVEST,   0, 173N, 1195E,  25,   1010, DB,
WP,00,2047113000,    , INVEST,   0, 178N, 1183E,  30,   1009, TD,
WP,00,2047113006,    , INVEST,   0, 180N, 1172E,  35,   1008, TS,
WP,00,2047113012,    , INVEST,   0, 182N, 1164E,  40,   1007, TS,
WP,00,2047113018,    , INVEST,   0, 182N, 1156E,  40,   1006, TS,
WP,00,2047120100,    , INVEST,   0, 182N, 1143E,  35,   1006, TS,
WP,00,2047120106,    , INVEST,   0, 182N, 1134E,  35,   1005, TS,
WP,00,2047120112,    , INVEST,   0, 183N, 1125E,  35,   1004, TS,
WP,00,2047120118,    , INVEST,   0, 190N, 1119E,  35,   1003, TS,
WP,00,2047120200,    , INVEST,   0, 198N, 1119E,  35,   1002, TS,
WP,00,2047120206,    , INVEST,   0, 209N, 1113E,  35,   1002, TS,
WP,00,2047120212,    , INVEST,   0, 218N, 1112E,  35,   1001, TS,
WP,00,2047120218,    , INVEST,   0, 229N, 1114E,  25,   1000, DB,
WP,00,2047120300,    , INVEST,   0, 237N, 1118E,  20,   1000, DB,
WP,00,2047120306,    , INVEST,   0, 246N, 1125E,  5,   1000, DB,
WP,00,2047120312,    , INVEST,   0, 258N, 1131E,  15,   999, DB,
