WP,21,2030082500,    , INVEST,   0, 67N, 1080E,  15,   1005, DB,
WP,21,2030082506,    , INVEST,   0, 65N, 1073E,  20,   1013, DB,
WP,21,2030082512,    , INVEST,   0, 64N, 1063E,  20,   1013, DB,
WP,21,2030082518,    , INVEST,   0, 68N, 1055E,  20,   1013, DB,
WP,21,2030082600,    , INVEST,   0, 71N, 1045E,  25,   1013, DB,
WP,21,2030082606,    , INVEST,   0, 77N, 1036E,  25,   1012, DB,
WP,21,2030082612,    , INVEST,   0, 80N, 1028E,  30,   1012, TD,
WP,21,2030082618,    , INVEST,   0, 88N, 1020E,  40,   1012, TS,
WP,21,2030082700,    , INVEST,   0, 100N, 1016E,  45,   1011, TS,
WP,21,2030082706,    , INVEST,   0, 112N, 1007E,  50,   1011, TS,
WP,21,2030082712,    , INVEST,   0, 125N, 1005E,  40,   1010, TS,
WP,21,2030082718,    , INVEST,   0, 139N, 1007E,  30,   1009, TD,
WP,21,2030082800,    , INVEST,   0, 150N, 1009E,  20,   1008, DB,
WP,21,2030082806,    , INVEST,   0, 161N, 1015E,  15,   1007, DB,
WP,21,2030082812,    , INVEST,   0, 174N, 1017E,  15,   1006, DB,
WP,21,2030082818,    , INVEST,   0, 184N, 1017E,  15,   1006, DB,21W
