WP,00,2047052606,    , INVEST,   0, 151N, 1277E,  15,   1009, DB,
WP,00,2047052612,    , INVEST,   0, 157N, 1273E,  15,   1010, DB,
WP,00,2047052618,    , INVEST,   0, 167N, 1262E,  15,   1011, DB,
WP,00,2047052700,    , INVEST,   0, 175N, 1260E,  20,   1010, DB,
WP,00,2047052706,    , INVEST,   0, 183N, 1252E,  20,   1010, DB,
WP,00,2047052712,    , INVEST,   0, 187N, 1244E,  20,   1010, DB,
WP,00,2047052718,    , INVEST,   0, 197N, 1237E,  25,   1008, DB,
WP,00,2047052800,    , INVEST,   0, 203N, 1230E,  25,   1006, DB,
WP,00,2047052806,    , INVEST,   0, 208N, 1217E,  30,   1004, TD,
WP,00,2047052812,    , INVEST,   0, 213N, 1208E,  35,   1002, TS,
WP,00,2047052818,    , INVEST,   0, 218N, 1196E,  40,   1000, TS,
WP,00,2047052900,    , INVEST,   0, 225N, 1187E,  45,   997, TS,
WP,00,2047052906,    , INVEST,   0, 228N, 1176E,  55,   992, TS,
WP,00,2047052912,    , INVEST,   0, 228N, 1165E,  55,   989, TS,
WP,00,2047052918,    , INVEST,   0, 232N, 1150E,  50,   990, TS,
WP,00,2047053000,    , INVEST,   0, 237N, 1139E,  35,   997, TS,
WP,00,2047053006,    , INVEST,   0, 240N, 1131E,  30,   1002, TD,
WP,00,2047053012,    , INVEST,   0, 251N, 1124E,  25,   1007, DB,
WP,00,2047053018,    , INVEST,   0, 258N, 1118E,  20,   1009, DB,
WP,00,2047053100,    , INVEST,   0, 263N, 1112E,  15,   1011, DB,
WP,06,2047053106,    , INVEST,   0, 270N, 1104E,  15,   1013, DB,
