WP,34,2030112518,    , INVEST,   0, 169N, 1243E,  15,   1005, DB,
WP,34,2030112600,    , INVEST,   0, 174N, 1238E,  15,   1013, DB,
WP,34,2030112606,    , INVEST,   0, 180N, 1235E,  15,   1013, DB,
WP,34,2030112612,    , INVEST,   0, 184N, 1230E,  15,   1013, DB,
WP,34,2030112618,    , INVEST,   0, 190N, 1226E,  15,   1013, DB,
WP,34,2030112700,    , INVEST,   0, 193N, 1217E,  20,   1012, DB,
WP,34,2030112706,    , INVEST,   0, 194N, 1208E,  20,   1012, DB,
WP,34,2030112712,    , INVEST,   0, 193N, 1198E,  25,   1012, DB,
WP,34,2030112718,    , INVEST,   0, 193N, 1191E,  25,   1011, DB,
WP,34,2030112800,    , INVEST,   0, 191N, 1183E,  25,   1011, DB,
WP,34,2030112806,    , INVEST,   0, 194N, 1175E,  30,   1010, TD,
WP,34,2030112812,    , INVEST,   0, 196N, 1168E,  35,   1009, TS,
WP,34,2030112818,    , INVEST,   0, 197N, 1163E,  35,   1008, TS,
WP,34,2030112900,    , INVEST,   0, 192N, 1159E,  30,   1007, TD,
WP,34,2030112906,    , INVEST,   0, 185N, 1156E,  20,   1006, DB,
WP,34,2030112912,    , INVEST,   0, 178N, 1155E,  15,   1006, DB,
WP,34,2030112918,    , INVEST,   0, 166N, 1153E,  15,   1005, DB,
WP,34,2030113000,    , INVEST,   0, 160N, 1149E,  15,   1004, DB,
WP,34,2030113006,    , INVEST,   0, 150N, 1145E,  15,   1003, DB,34W
