WP,25,2047101412,    , INVEST,   0, 208N, 1391E,  15,   1005, DB,
WP,00,2047101418,    , INVEST,   0, 210N, 1382E,  20,   1013, DB,
WP,00,2047101500,    , INVEST,   0, 215N, 1371E,  20,   1013, DB,
WP,00,2047101506,    , INVEST,   0, 219N, 1365E,  20,   1013, DB,
WP,00,2047101512,    , INVEST,   0, 219N, 1357E,  20,   1013, DB,
WP,00,2047101518,    , INVEST,   0, 220N, 1350E,  20,   1012, DB,
WP,00,2047101600,    , INVEST,   0, 225N, 1341E,  25,   1012, DB,
WP,00,2047101606,    , INVEST,   0, 230N, 1332E,  25,   1012, DB,
WP,00,2047101612,    , INVEST,   0, 231N, 1324E,  25,   1011, DB,
WP,00,2047101618,    , INVEST,   0, 233N, 1316E,  30,   1011, TD,
WP,00,2047101700,    , INVEST,   0, 235N, 1307E,  30,   1010, TD,
WP,00,2047101706,    , INVEST,   0, 235N, 1301E,  30,   1009, TD,
WP,00,2047101712,    , INVEST,   0, 239N, 1296E,  35,   1008, TS,
WP,00,2047101718,    , INVEST,   0, 243N, 1292E,  40,   1007, TS,
WP,00,2047101800,    , INVEST,   0, 251N, 1288E,  45,   1006, TS,
WP,00,2047101806,    , INVEST,   0, 259N, 1287E,  50,   1006, TS,
WP,00,2047101812,    , INVEST,   0, 270N, 1279E,  55,   1005, TS,
WP,00,2047101818,    , INVEST,   0, 282N, 1281E,  65,   1004, TY,
WP,00,2047101900,    , INVEST,   0, 296N, 1281E,  70,   1003, TY,
WP,00,2047101906,    , INVEST,   0, 304N, 1286E,  70,   1002, TY,
WP,00,2047101912,    , INVEST,   0, 314N, 1294E,  65,   1002, TY,
WP,00,2047101918,    , INVEST,   0, 326N, 1306E,  55,   1001, TS,
WP,00,2047102000,    , INVEST,   0, 336N, 1318E,  45,   1000, TS,
WP,00,2047102006,    , INVEST,   0, 349N, 1317E,  15,   1000, EX,
WP,00,2047102012,    , INVEST,   0, 363N, 1323E,  15,   1000, EX,
WP,00,2047102018,    , INVEST,   0, 373N, 1331E,  15,   999, EX,
WP,00,2047102100,    , INVEST,   0, 392N, 1343E,  15,   1000, EX,
WP,00,2047102106,    , INVEST,   0, 410N, 1356E,  15,   1002, EX,
WP,00,2047102112,    , INVEST,   0, 421N, 1369E,  15,   1005, EX,
WP,00,2047102118,    , INVEST,   0, 435N, 1386E,  15,   1013, EX,
WP,00,2047102200,    , INVEST,   0, 447N, 1395E,  15,   1013, EX,
WP,00,2047102206,    , INVEST,   0, 456N, 1406E,  15,   1013, EX,
WP,00,2047102212,    , INVEST,   0, 456N, 1428E,  15,   1013, EX,
WP,00,2047102218,    , INVEST,   0, 462N, 1448E,  15,   1013, EX,
WP,00,2047102300,    , INVEST,   0, 472N, 1467E,  15,   1026, EX,
WP,00,2047102306,    , INVEST,   0, 479N, 1482E,  15,   1026, EX,
WP,00,2047102312,    , INVEST,   0, 490N, 1501E,  15,   1026, EX,
WP,00,2047102318,    , INVEST,   0, 497N, 1522E,  15,   1026, EX,
WP,00,2047102400,    , INVEST,   0, 506N, 1541E,  15,   1026, EX,
WP,00,2047102406,    , INVEST,   0, 516N, 1555E,  15,   1026, EX,
WP,00,2047102412,    , INVEST,   0, 523N, 1569E,  15,   , EX,
WP,00,2047102418,    , INVEST,   0, 532N, 1581E,  15,   , EX,
