WP,00,2047102012,    , INVEST,   0, 158N, 1480E,  15,   1005, DB,
WP,00,2047102018,    , INVEST,   0, 162N, 1467E,  15,   1013, DB,
WP,00,2047102100,    , INVEST,   0, 163N, 1459E,  20,   1013, DB,
WP,00,2047102106,    , INVEST,   0, 165N, 1448E,  20,   1013, DB,
WP,00,2047102112,    , INVEST,   0, 169N, 1441E,  20,   1013, DB,
WP,00,2047102118,    , INVEST,   0, 174N, 1430E,  25,   1012, DB,
WP,00,2047102200,    , INVEST,   0, 174N, 1424E,  25,   1012, DB,
WP,00,2047102206,    , INVEST,   0, 178N, 1413E,  30,   1012, TD,
WP,00,2047102212,    , INVEST,   0, 183N, 1405E,  30,   1011, TD,
WP,00,2047102218,    , INVEST,   0, 193N, 1395E,  35,   1011, TS,
WP,00,2047102300,    , INVEST,   0, 197N, 1391E,  40,   1010, TS,
WP,00,2047102306,    , INVEST,   0, 205N, 1391E,  45,   1009, TS,
WP,00,2047102312,    , INVEST,   0, 214N, 1382E,  45,   1008, TS,
WP,00,2047102318,    , INVEST,   0, 226N, 1383E,  55,   1007, TS,
WP,00,2047102400,    , INVEST,   0, 235N, 1394E,  65,   1006, TY,
WP,00,2047102406,    , INVEST,   0, 241N, 1403E,  75,   1006, TY,
WP,00,2047102412,    , INVEST,   0, 248N, 1416E,  85,   1005, TY,
WP,00,2047102418,    , INVEST,   0, 257N, 1427E,  90,   1004, TY,
WP,00,2047102500,    , INVEST,   0, 273N, 1434E,  90,   1003, TY,
WP,00,2047102506,    , INVEST,   0, 279N, 1450E,  90,   1002, TY,
WP,00,2047102512,    , INVEST,   0, 285N, 1464E,  90,   1002, TY,
WP,00,2047102518,    , INVEST,   0, 296N, 1477E,  85,   1001, TY,
WP,00,2047102600,    , INVEST,   0, 306N, 1489E,  80,   1000, TY,
WP,00,2047102606,    , INVEST,   0, 318N, 1497E,  75,   1000, TY,
WP,00,2047102612,    , INVEST,   0, 335N, 1507E,  75,   1000, TY,
WP,00,2047102618,    , INVEST,   0, 339N, 1518E,  65,   999, TY,
WP,00,2047102700,    , INVEST,   0, 352N, 1525E,  55,   1000, TS,
WP,00,2047102706,    , INVEST,   0, 359N, 1540E,  50,   1002, TS,
WP,00,2047102712,    , INVEST,   0, 372N, 1552E,  15,   1005, EX,
WP,00,2047102718,    , INVEST,   0, 381N, 1578E,  15,   1013, EX,
WP,00,2047102800,    , INVEST,   0, 398N, 1589E,  15,   1013, EX,
WP,00,2047102806,    , INVEST,   0, 408N, 1602E,  15,   1013, EX,
WP,00,2047102812,    , INVEST,   0, 415N, 1616E,  15,   1013, EX,
WP,00,2047102818,    , INVEST,   0, 422N, 1622E,  15,   1013, EX,
WP,00,2047102900,    , INVEST,   0, 428N, 1629E,  15,   1026, EX,
WP,00,2047102906,    , INVEST,   0, 433N, 1648E,  15,   1026, EX,
WP,00,2047102912,    , INVEST,   0, 423N, 1672E,  15,   1026, EX,
WP,00,2047102918,    , INVEST,   0, 417N, 1681E,  15,   1026, EX,
WP,00,2047103000,    , INVEST,   0, 419N, 1689E,  15,   1026, EX,
WP,00,2047103006,    , INVEST,   0, 428N, 1697E,  15,   1026, EX,
WP,00,2047103012,    , INVEST,   0, 435N, 1696E,  15,   , EX,
WP,00,2047103018,    , INVEST,   0, 454N, 1700E,  15,   , EX,
WP,00,2047103100,    , INVEST,   0, 456N, 1691E,  15,   , EX,
WP,00,2047103106,    , INVEST,   0, 470N, 1694E,  15,   , EX,
WP,00,2047103112,    , INVEST,   0, 479N, 1703E,  15,   , EX,
