WP,37,2047112218,    , INVEST,   0, 110N, 1565E,  15,   1005, DB,
WP,00,2047112300,    , INVEST,   0, 116N, 1562E,  15,   1013, DB,
WP,00,2047112306,    , INVEST,   0, 122N, 1558E,  5,   1013, DB,
WP,00,2047112312,    , INVEST,   0, 122N, 1552E,  20,   1013, DB,
WP,00,2047112318,    , INVEST,   0, 125N, 1542E,  20,   1013, DB,
WP,00,2047112400,    , INVEST,   0, 128N, 1535E,  25,   1012, DB,
WP,00,2047112406,    , INVEST,   0, 128N, 1528E,  25,   1012, DB,
WP,00,2047112412,    , INVEST,   0, 129N, 1523E,  30,   1012, TD,
WP,00,2047112418,    , INVEST,   0, 130N, 1517E,  30,   1011, TD,
WP,00,2047112500,    , INVEST,   0, 130N, 1509E,  35,   1011, TS,
WP,00,2047112506,    , INVEST,   0, 130N, 1502E,  35,   1010, TS,
WP,00,2047112512,    , INVEST,   0, 132N, 1492E,  35,   1009, TS,
WP,00,2047112518,    , INVEST,   0, 136N, 1484E,  40,   1008, TS,
WP,00,2047112600,    , INVEST,   0, 135N, 1476E,  40,   1007, TS,
WP,00,2047112606,    , INVEST,   0, 134N, 1465E,  45,   1006, TS,
WP,00,2047112612,    , INVEST,   0, 134N, 1454E,  55,   1006, TS,
WP,00,2047112618,    , INVEST,   0, 137N, 1445E,  60,   1005, TS,
WP,00,2047112700,    , INVEST,   0, 142N, 1434E,  60,   1004, TS,
WP,00,2047112706,    , INVEST,   0, 145N, 1423E,  55,   1003, TS,
WP,00,2047112712,    , INVEST,   0, 146N, 1412E,  55,   1002, TS,
WP,00,2047112718,    , INVEST,   0, 147N, 1402E,  55,   1002, TS,
WP,00,2047112800,    , INVEST,   0, 151N, 1386E,  50,   1001, TS,
WP,00,2047112806,    , INVEST,   0, 151N, 1378E,  50,   1000, TS,
WP,00,2047112812,    , INVEST,   0, 151N, 1368E,  55,   1000, TS,
WP,00,2047112818,    , INVEST,   0, 151N, 1363E,  55,   1000, TS,
WP,00,2047112900,    , INVEST,   0, 153N, 1353E,  55,   999, TS,
WP,00,2047112906,    , INVEST,   0, 154N, 1342E,  60,   1000, TS,
WP,00,2047112912,    , INVEST,   0, 157N, 1336E,  60,   1002, TS,
WP,00,2047112918,    , INVEST,   0, 157N, 1327E,  65,   1005, TY,
WP,00,2047113000,    , INVEST,   0, 157N, 1318E,  65,   1013, TY,
WP,00,2047113006,    , INVEST,   0, 159N, 1310E,  65,   1013, TY,
WP,00,2047113012,    , INVEST,   0, 160N, 1301E,  70,   1013, TY,
WP,00,2047113018,    , INVEST,   0, 163N, 1292E,  85,   1013, TY,
WP,00,2047120100,    , INVEST,   0, 165N, 1280E,  110,   1013, TY,
WP,00,2047120106,    , INVEST,   0, 168N, 1272E,  145,   1026, TY,
WP,00,2047120112,    , INVEST,   0, 170N, 1261E,  175,   1026, TY,
WP,00,2047120118,    , INVEST,   0, 171N, 1250E,  180,   1026, TY,
WP,00,2047120200,    , INVEST,   0, 173N, 1240E,  170,   1026, TY,
WP,00,2047120206,    , INVEST,   0, 174N, 1229E,  160,   1026, TY,
WP,00,2047120212,    , INVEST,   0, 174N, 1219E,  120,   1026, TY,
WP,00,2047120218,    , INVEST,   0, 174N, 1208E,  85,   , TY,
WP,00,2047120300,    , INVEST,   0, 175N, 1196E,  80,   , TY,
WP,00,2047120306,    , INVEST,   0, 177N, 1184E,  85,   , TY,
WP,00,2047120312,    , INVEST,   0, 179N, 1173E,  85,   , TY,
WP,00,2047120318,    , INVEST,   0, 182N, 1162E,  85,   , TY,
WP,00,2047120400,    , INVEST,   0, 189N, 1149E,  85,   , TY,
WP,00,2047120406,    , INVEST,   0, 190N, 1136E,  85,   , TY,
WP,00,2047120412,    , INVEST,   0, 194N, 1124E,  90,   , TY,
WP,00,2047120418,    , INVEST,   0, 196N, 1119E,  85,   , TY,
WP,00,2047120500,    , INVEST,   0, 198N, 1108E,  75,   , TY,
WP,00,2047120506,    , INVEST,   0, 201N, 1097E,  75,   , TY,
WP,00,2047120512,    , INVEST,   0, 207N, 1083E,  75,   , TY,
WP,00,2047120518,    , INVEST,   0, 208N, 1074E,  55,   , TS,
WP,00,2047120600,    , INVEST,   0, 208N, 1061E,  45,   , TS,
WP,00,2047120606,    , INVEST,   0, 208N, 1050E,  35,   , TS,
WP,00,2047120612,    , INVEST,   0, 213N, 1041E,  30,   , TD,
WP,00,2047120618,    , INVEST,   0, 217N, 1032E,  25,   , DB,
WP,00,2047120700,    , INVEST,   0, 222N, 1027E,  20,   , DB,
WP,00,2047120706,    , INVEST,   0, 233N, 1019E,  5,   , DB,
WP,00,2047120712,    , INVEST,   0, 241N, 1009E,  15,   , DB,
