WP,24,2047101112,    , INVEST,   0, 165N, 1432E,  15,   1005, DB,
WP,00,2047101118,    , INVEST,   0, 174N, 1432E,  20,   1013, DB,
WP,00,2047101200,    , INVEST,   0, 177N, 1424E,  25,   1013, DB,
WP,00,2047101206,    , INVEST,   0, 181N, 1418E,  25,   1013, DB,
WP,00,2047101212,    , INVEST,   0, 184N, 1411E,  30,   1013, TD,
WP,00,2047101218,    , INVEST,   0, 186N, 1402E,  35,   1012, TS,
WP,00,2047101300,    , INVEST,   0, 192N, 1391E,  40,   1012, TS,
WP,00,2047101306,    , INVEST,   0, 195N, 1380E,  40,   1012, TS,
WP,00,2047101312,    , INVEST,   0, 200N, 1369E,  45,   1011, TS,
WP,00,2047101318,    , INVEST,   0, 204N, 1363E,  50,   1011, TS,
WP,00,2047101400,    , INVEST,   0, 209N, 1354E,  55,   1010, TS,
WP,00,2047101406,    , INVEST,   0, 216N, 1346E,  60,   1009, TS,
WP,00,2047101412,    , INVEST,   0, 216N, 1340E,  55,   1008, TS,
WP,00,2047101418,    , INVEST,   0, 216N, 1330E,  50,   1007, TS,
WP,00,2047101500,    , INVEST,   0, 218N, 1320E,  50,   1006, TS,
WP,00,2047101506,    , INVEST,   0, 223N, 1313E,  45,   1006, TS,
WP,00,2047101512,    , INVEST,   0, 224N, 1302E,  45,   1005, TS,
WP,00,2047101518,    , INVEST,   0, 226N, 1287E,  50,   1004, TS,
WP,00,2047101600,    , INVEST,   0, 230N, 1273E,  60,   1003, TS,
WP,00,2047101606,    , INVEST,   0, 226N, 1265E,  75,   1002, TY,
WP,00,2047101612,    , INVEST,   0, 226N, 1255E,  85,   1002, TY,
WP,00,2047101618,    , INVEST,   0, 226N, 1242E,  95,   1001, TY,
WP,00,2047101700,    , INVEST,   0, 227N, 1233E,  100,   1000, TY,
WP,00,2047101706,    , INVEST,   0, 229N, 1223E,  105,   1000, TY,
WP,00,2047101712,    , INVEST,   0, 234N, 1216E,  85,   1000, TY,
WP,00,2047101718,    , INVEST,   0, 237N, 1208E,  55,   999, TS,
WP,00,2047101800,    , INVEST,   0, 243N, 1192E,  45,   1000, TS,
WP,00,2047101806,    , INVEST,   0, 247N, 1180E,  35,   1002, TS,
WP,00,2047101812,    , INVEST,   0, 247N, 1164E,  30,   1005, TD,
WP,00,2047101818,    , INVEST,   0, 243N, 1153E,  25,   1013, DB,
WP,00,2047101900,    , INVEST,   0, 241N, 1141E,  25,   1013, DB,
WP,00,2047101906,    , INVEST,   0, 238N, 1128E,  25,   1013, DB,
WP,00,2047101912,    , INVEST,   0, 232N, 1112E,  25,   1013, DB,
WP,00,2047101918,    , INVEST,   0, 232N, 1102E,  20,   1013, DB,
WP,00,2047102000,    , INVEST,   0, 234N, 1091E,  20,   1026, DB,
WP,00,2047102006,    , INVEST,   0, 237N, 1083E,  15,   1026, DB,
WP,00,2047102012,    , INVEST,   0, 240N, 1070E,  15,   1026, DB,
WP,00,2047102018,    , INVEST,   0, 243N, 1059E,  15,   1026, DB,
