WP,16,2047082712,    , INVEST,   0, 270N, 1438E,  15,   1005, DB,
WP,00,2047082718,    , INVEST,   0, 278N, 1430E,  15,   1013, DB,
WP,00,2047082800,    , INVEST,   0, 279N, 1421E,  15,   1013, DB,
WP,00,2047082806,    , INVEST,   0, 286N, 1416E,  20,   1013, DB,
WP,00,2047082812,    , INVEST,   0, 290N, 1405E,  20,   1013, DB,
WP,00,2047082818,    , INVEST,   0, 297N, 1405E,  20,   1012, DB,
WP,00,2047082900,    , INVEST,   0, 305N, 1405E,  25,   1012, DB,
WP,00,2047082906,    , INVEST,   0, 313N, 1409E,  25,   1012, DB,
WP,00,2047082912,    , INVEST,   0, 320N, 1418E,  30,   1011, TD,
WP,00,2047082918,    , INVEST,   0, 329N, 1421E,  35,   1011, TS,
WP,00,2047083000,    , INVEST,   0, 339N, 1428E,  40,   1010, TS,
WP,00,2047083006,    , INVEST,   0, 351N, 1428E,  45,   1009, TS,
WP,00,2047083012,    , INVEST,   0, 362N, 1428E,  50,   1008, TS,
WP,00,2047083018,    , INVEST,   0, 371N, 1423E,  60,   1007, TS,
WP,00,2047083100,    , INVEST,   0, 382N, 1418E,  70,   1006, TY,
WP,00,2047083106,    , INVEST,   0, 392N, 1411E,  55,   1006, TS,
WP,00,2047083112,    , INVEST,   0, 406N, 1401E,  45,   1005, TS,
WP,00,2047083118,    , INVEST,   0, 413N, 1393E,  35,   1004, TS,
WP,00,2047090100,    , INVEST,   0, 424N, 1387E,  35,   1003, TS,
WP,00,2047090106,    , INVEST,   0, 437N, 1383E,  15,   1002, EX,
WP,00,2047090112,    , INVEST,   0, 450N, 1383E,  15,   1002, EX,
WP,00,2047090118,    , INVEST,   0, 468N, 1382E,  15,   1001, EX,
WP,00,2047090200,    , INVEST,   0, 477N, 1381E,  15,   1000, EX,
WP,00,2047090206,    , INVEST,   0, 496N, 1388E,  15,   1000, EX,
