WP,36,2047111500,    , INVEST,   0, 152N, 1484E,  15,   1005, DB,
WP,00,2047111506,    , INVEST,   0, 153N, 1478E,  15,   1013, DB,
WP,00,2047111512,    , INVEST,   0, 159N, 1468E,  15,   1013, DB,
WP,00,2047111518,    , INVEST,   0, 163N, 1467E,  15,   1013, DB,
WP,00,2047111600,    , INVEST,   0, 165N, 1466E,  15,   1013, DB,
WP,00,2047111606,    , INVEST,   0, 165N, 1460E,  15,   1012, DB,
WP,00,2047111612,    , INVEST,   0, 165N, 1454E,  15,   1012, DB,
WP,00,2047111618,    , INVEST,   0, 160N, 1451E,  20,   1012, DB,
WP,00,2047111700,    , INVEST,   0, 153N, 1444E,  25,   1011, DB,
WP,00,2047111706,    , INVEST,   0, 150N, 1438E,  25,   1011, DB,
WP,00,2047111712,    , INVEST,   0, 148N, 1431E,  25,   1010, DB,
WP,00,2047111718,    , INVEST,   0, 147N, 1423E,  25,   1009, DB,
WP,00,2047111800,    , INVEST,   0, 150N, 1414E,  25,   1008, DB,
WP,00,2047111806,    , INVEST,   0, 157N, 1411E,  20,   1007, DB,
WP,00,2047111812,    , INVEST,   0, 164N, 1411E,  20,   1006, DB,
WP,00,2047111818,    , INVEST,   0, 165N, 1413E,  20,   1006, DB,
WP,00,2047111900,    , INVEST,   0, 164N, 1414E,  20,   1005, DB,
WP,00,2047111906,    , INVEST,   0, 161N, 1413E,  20,   1004, DB,
WP,00,2047111912,    , INVEST,   0, 161N, 1405E,  20,   1003, DB,
WP,00,2047111918,    , INVEST,   0, 161N, 1398E,  25,   1002, DB,
WP,00,2047112000,    , INVEST,   0, 160N, 1390E,  25,   1002, DB,
WP,00,2047112006,    , INVEST,   0, 159N, 1380E,  25,   1001, DB,
WP,00,2047112012,    , INVEST,   0, 157N, 1367E,  25,   1000, DB,
WP,00,2047112018,    , INVEST,   0, 156N, 1363E,  25,   1000, DB,
WP,00,2047112100,    , INVEST,   0, 156N, 1357E,  25,   1000, DB,
WP,00,2047112106,    , INVEST,   0, 156N, 1350E,  25,   999, DB,
WP,00,2047112112,    , INVEST,   0, 157N, 1345E,  30,   1000, TD,
WP,00,2047112118,    , INVEST,   0, 158N, 1341E,  35,   1002, TS,
WP,00,2047112200,    , INVEST,   0, 160N, 1332E,  35,   1005, TS,
WP,00,2047112206,    , INVEST,   0, 161N, 1326E,  40,   1013, TS,
WP,00,2047112212,    , INVEST,   0, 162N, 1319E,  45,   1013, TS,
WP,00,2047112218,    , INVEST,   0, 165N, 1312E,  45,   1013, TS,
WP,00,2047112300,    , INVEST,   0, 165N, 1301E,  50,   1013, TS,
WP,00,2047112306,    , INVEST,   0, 167N, 1290E,  50,   1013, TS,
WP,00,2047112312,    , INVEST,   0, 168N, 1282E,  50,   1026, TS,
WP,00,2047112318,    , INVEST,   0, 173N, 1272E,  55,   1026, TS,
WP,00,2047112400,    , INVEST,   0, 173N, 1258E,  55,   1026, TS,
WP,00,2047112406,    , INVEST,   0, 179N, 1245E,  60,   1026, TS,
WP,00,2047112412,    , INVEST,   0, 180N, 1236E,  65,   1026, TY,
WP,00,2047112418,    , INVEST,   0, 181N, 1231E,  70,   1026, TY,
WP,00,2047112500,    , INVEST,   0, 183N, 1220E,  70,   , TY,
WP,00,2047112506,    , INVEST,   0, 184N, 1214E,  55,   , TS,
WP,00,2047112512,    , INVEST,   0, 184N, 1202E,  45,   , TS,
WP,00,2047112518,    , INVEST,   0, 184N, 1190E,  35,   , TS,
WP,00,2047112600,    , INVEST,   0, 184N, 1178E,  30,   , TD,
WP,00,2047112606,    , INVEST,   0, 182N, 1171E,  25,   , DB,
WP,00,2047112612,    , INVEST,   0, 183N, 1162E,  25,   , DB,
WP,00,2047112618,    , INVEST,   0, 183N, 1154E,  25,   , DB,
WP,00,2047112700,    , INVEST,   0, 184N, 1150E,  20,   , DB,
WP,00,2047112706,    , INVEST,   0, 184N, 1139E,  20,   , DB,
WP,00,2047112712,    , INVEST,   0, 189N, 1128E,  15,   , DB,
WP,00,2047112718,    , INVEST,   0, 191N, 1123E,  15,   , DB,
WP,00,2047112800,    , INVEST,   0, 191N, 1114E,  15,   , DB,
WP,00,2047112806,    , INVEST,   0, 195N, 1109E,  15,   , DB,
WP,00,2047112812,    , INVEST,   0, 198N, 1108E,  15,   , DB,
WP,00,2047112818,    , INVEST,   0, 204N, 1106E,  15,   , DB,
WP,00,2047112900,    , INVEST,   0, 207N, 1101E,  15,   , DB,
