WP,24,2030092006,    , INVEST,   0, 169N, 1738E,  20,   1005, DB,
WP,24,2030092012,    , INVEST,   0, 175N, 1739E,  20,   1013, DB,
WP,24,2030092018,    , INVEST,   0, 180N, 1739E,  20,   1013, DB,
WP,24,2030092100,    , INVEST,   0, 188N, 1741E,  25,   1013, DB,
WP,24,2030092106,    , INVEST,   0, 193N, 1740E,  25,   1013, DB,
WP,24,2030092112,    , INVEST,   0, 201N, 1740E,  25,   1012, DB,
WP,24,2030092118,    , INVEST,   0, 211N, 1740E,  20,   1012, DB,
WP,24,2030092200,    , INVEST,   0, 222N, 1741E,  15,   1012, DB,
WP,24,2030092206,    , INVEST,   0, 231N, 1741E,  15,   1011, DB,
WP,24,2030092212,    , INVEST,   0, 238N, 1742E,  15,   1011, DB,
WP,24,2030092218,    , INVEST,   0, 249N, 1742E,  15,   1010, DB,24W
