WP,23,2047101018,    , INVEST,   0, 137N, 1304E,  20,   1005, DB,
WP,00,2047101100,    , INVEST,   0, 142N, 1300E,  20,   1013, DB,
WP,00,2047101106,    , INVEST,   0, 144N, 1293E,  20,   1013, DB,
WP,00,2047101112,    , INVEST,   0, 149N, 1282E,  20,   1013, DB,
WP,00,2047101118,    , INVEST,   0, 152N, 1276E,  25,   1013, DB,
WP,00,2047101200,    , INVEST,   0, 153N, 1266E,  25,   1012, DB,
WP,00,2047101206,    , INVEST,   0, 156N, 1256E,  25,   1012, DB,
WP,00,2047101212,    , INVEST,   0, 160N, 1251E,  30,   1012, TD,
WP,00,2047101218,    , INVEST,   0, 163N, 1247E,  30,   1011, TD,
WP,00,2047101300,    , INVEST,   0, 164N, 1239E,  30,   1011, TD,
WP,00,2047101306,    , INVEST,   0, 163N, 1230E,  35,   1010, TS,
WP,00,2047101312,    , INVEST,   0, 168N, 1225E,  35,   1009, TS,
WP,00,2047101318,    , INVEST,   0, 169N, 1215E,  30,   1008, TD,
WP,00,2047101400,    , INVEST,   0, 173N, 1202E,  25,   1007, DB,
WP,00,2047101406,    , INVEST,   0, 180N, 1195E,  25,   1006, DB,
WP,00,2047101412,    , INVEST,   0, 186N, 1188E,  25,   1006, DB,
WP,00,2047101418,    , INVEST,   0, 190N, 1183E,  30,   1005, TD,
WP,00,2047101500,    , INVEST,   0, 201N, 1173E,  35,   1004, TS,
WP,00,2047101506,    , INVEST,   0, 207N, 1171E,  40,   1003, TS,
WP,00,2047101512,    , INVEST,   0, 216N, 1161E,  40,   1002, TS,
WP,00,2047101518,    , INVEST,   0, 224N, 1158E,  40,   1002, TS,
WP,00,2047101600,    , INVEST,   0, 234N, 1159E,  35,   1001, TS,
WP,00,2047101606,    , INVEST,   0, 245N, 1158E,  25,   1000, DB,
WP,00,2047101612,    , INVEST,   0, 250N, 1155E,  25,   1000, DB,
WP,00,2047101618,    , INVEST,   0, 261N, 1151E,  20,   1000, DB,
WP,00,2047101700,    , INVEST,   0, 273N, 1151E,  15,   999, DB,
WP,00,2047101706,    , INVEST,   0, 289N, 1151E,  15,   1000, DB,
WP,00,2047101712,    , INVEST,   0, 295N, 1149E,  15,   1002, DB,
WP,00,2047101718,    , INVEST,   0, 306N, 1148E,  20,   1005, DB,
WP,00,2047101800,    , INVEST,   0, 318N, 1151E,  20,   1013, DB,
WP,00,2047101806,    , INVEST,   0, 330N, 1152E,  5,   1013, DB,
WP,00,2047101812,    , INVEST,   0, 343N, 1159E,  15,   1013, DB,
