WP,00,2047062212,    , INVEST,   0, 114N, 1143E,  15,   1005, DB,
WP,00,2047062218,    , INVEST,   0, 124N, 1148E,  15,   1013, DB,
WP,00,2047062300,    , INVEST,   0, 127N, 1154E,  15,   1013, DB,
WP,00,2047062306,    , INVEST,   0, 138N, 1156E,  20,   1013, DB,
WP,00,2047062312,    , INVEST,   0, 149N, 1161E,  25,   1013, DB,
WP,00,2047062318,    , INVEST,   0, 154N, 1160E,  35,   1012, TS,
WP,00,2047062400,    , INVEST,   0, 165N, 1158E,  40,   1012, TS,
WP,00,2047062406,    , INVEST,   0, 173N, 1158E,  40,   1012, TS,
WP,00,2047062412,    , INVEST,   0, 177N, 1159E,  45,   1011, TS,
WP,00,2047062418,    , INVEST,   0, 181N, 1162E,  50,   1011, TS,
WP,00,2047062500,    , INVEST,   0, 186N, 1162E,  60,   1010, TS,
WP,00,2047062506,    , INVEST,   0, 192N, 1156E,  70,   1009, TY,
WP,00,2047062512,    , INVEST,   0, 194N, 1146E,  80,   1008, TY,
WP,00,2047062518,    , INVEST,   0, 198N, 1137E,  90,   1007, TY,
WP,00,2047062600,    , INVEST,   0, 204N, 1125E,  95,   1006, TY,
WP,00,2047062606,    , INVEST,   0, 205N, 1113E,  100,   1006, TY,
WP,00,2047062612,    , INVEST,   0, 213N, 1109E,  95,   1005, TY,
WP,00,2047062618,    , INVEST,   0, 219N, 1104E,  70,   1004, TY,
WP,00,2047062700,    , INVEST,   0, 230N, 1106E,  60,   1003, TS,
WP,00,2047062706,    , INVEST,   0, 238N, 1115E,  50,   1002, TS,
WP,00,2047062712,    , INVEST,   0, 249N, 1119E,  40,   1002, TS,
WP,00,2047062718,    , INVEST,   0, 259N, 1130E,  35,   1001, TS,
WP,00,2047062800,    , INVEST,   0, 268N, 1140E,  30,   1000, TD,
WP,00,2047062806,    , INVEST,   0, 275N, 1146E,  25,   1000, DB,
WP,00,2047062812,    , INVEST,   0, 283N, 1151E,  25,   1000, DB,
WP,00,2047062818,    , INVEST,   0, 292N, 1156E,  25,   999, DB,
WP,00,2047062900,    , INVEST,   0, 306N, 1160E,  25,   1000, DB,
WP,00,2047062906,    , INVEST,   0, 313N, 1164E,  25,   1002, DB,
WP,00,2047062912,    , INVEST,   0, 326N, 1164E,  20,   1005, DB,
WP,00,2047062918,    , INVEST,   0, 340N, 1167E,  20,   1013, DB,
WP,00,2047063000,    , INVEST,   0, 353N, 1167E,  5,   1013, DB,
WP,00,2047063006,    , INVEST,   0, 365N, 1167E,  15,   1013, DB,
WP,00,2047063012,    , INVEST,   0, 371N, 1167E,  15,   1013, DB,
WP,00,2047063018,    , INVEST,   0, 384N, 1171E,  -1,   1013, DB,
WP,00,2047070100,    , INVEST,   0, 394N, 1173E,  -1,   1026, DB,
WP,00,2047070106,    , INVEST,   0, 396N, 1184E,  -1,   1026, DB,
WP,09,2047070112,    , INVEST,   0, 414N, 1198E,  -1,   1026, DB,
