WP,40,2047121112,    , INVEST,   0, 123N, 1146E,  20,   1005, DB,
WP,00,2047121118,    , INVEST,   0, 127N, 1139E,  20,   1013, DB,
WP,00,2047121200,    , INVEST,   0, 131N, 1134E,  20,   1013, DB,
WP,00,2047121206,    , INVEST,   0, 137N, 1124E,  25,   1013, DB,
WP,00,2047121212,    , INVEST,   0, 140N, 1117E,  25,   1013, DB,
WP,00,2047121218,    , INVEST,   0, 144N, 1113E,  30,   1012, TD,
WP,00,2047121300,    , INVEST,   0, 146N, 1106E,  30,   1012, TD,
WP,00,2047121306,    , INVEST,   0, 149N, 1102E,  35,   1012, TS,
WP,00,2047121312,    , INVEST,   0, 152N, 1095E,  35,   1011, TS,
WP,00,2047121318,    , INVEST,   0, 156N, 1087E,  35,   1011, TS,
WP,00,2047121400,    , INVEST,   0, 159N, 1078E,  30,   1010, TD,
WP,00,2047121406,    , INVEST,   0, 161N, 1069E,  20,   1009, DB,
WP,00,2047121412,    , INVEST,   0, 168N, 1053E,  15,   1008, DB,
WP,00,2047121418,    , INVEST,   0, 168N, 1042E,  15,   1007, DB,
WP,00,2047121500,    , INVEST,   0, 174N, 1034E,  15,   1006, DB,
WP,00,2047121506,    , INVEST,   0, 179N, 1025E,  -1,   1006, DB,
WP,00,2047121512,    , INVEST,   0, 185N, 1024E,  -1,   1005, DB,
WP,00,2047121518,    , INVEST,   0, 201N, 1022E,  -1,   1004, DB,
WP,00,2047121600,    , INVEST,   0, 209N, 1022E,  -1,   1003, DB,
WP,00,2047121606,    , INVEST,   0, 223N, 1022E,  -1,   1002, DB,
