WP,17,2047091718,    , INVEST,   0, 150N, 1584E,  15,   1005, DB,
WP,00,2047091800,    , INVEST,   0, 154N, 1580E,  15,   1013, DB,
WP,00,2047091806,    , INVEST,   0, 158N, 1570E,  15,   1013, DB,
WP,00,2047091812,    , INVEST,   0, 161N, 1566E,  20,   1013, DB,
WP,00,2047091818,    , INVEST,   0, 165N, 1559E,  20,   1013, DB,
WP,00,2047091900,    , INVEST,   0, 169N, 1552E,  20,   1012, DB,
WP,00,2047091906,    , INVEST,   0, 173N, 1540E,  20,   1012, DB,
WP,00,2047091912,    , INVEST,   0, 175N, 1532E,  20,   1012, DB,
WP,00,2047091918,    , INVEST,   0, 179N, 1520E,  20,   1011, DB,
WP,00,2047092000,    , INVEST,   0, 180N, 1509E,  20,   1011, DB,
WP,00,2047092006,    , INVEST,   0, 185N, 1504E,  25,   1010, DB,
WP,00,2047092012,    , INVEST,   0, 187N, 1496E,  25,   1009, DB,
WP,00,2047092018,    , INVEST,   0, 191N, 1490E,  25,   1008, DB,
WP,00,2047092100,    , INVEST,   0, 194N, 1479E,  30,   1007, TD,
WP,00,2047092106,    , INVEST,   0, 194N, 1472E,  30,   1006, TD,
WP,00,2047092112,    , INVEST,   0, 197N, 1463E,  35,   1006, TS,
WP,00,2047092118,    , INVEST,   0, 197N, 1457E,  40,   1005, TS,
WP,00,2047092200,    , INVEST,   0, 198N, 1451E,  45,   1004, TS,
WP,00,2047092206,    , INVEST,   0, 198N, 1445E,  50,   1003, TS,
WP,00,2047092212,    , INVEST,   0, 200N, 1433E,  55,   1002, TS,
WP,00,2047092218,    , INVEST,   0, 200N, 1428E,  65,   1002, TY,
WP,00,2047092300,    , INVEST,   0, 203N, 1423E,  75,   1001, TY,
WP,00,2047092306,    , INVEST,   0, 206N, 1415E,  85,   1000, TY,
WP,00,2047092312,    , INVEST,   0, 213N, 1401E,  90,   1000, TY,
WP,00,2047092318,    , INVEST,   0, 215N, 1387E,  90,   1000, TY,
WP,00,2047092400,    , INVEST,   0, 219N, 1381E,  80,   999, TY,
WP,00,2047092406,    , INVEST,   0, 223N, 1371E,  70,   1000, TY,
WP,00,2047092412,    , INVEST,   0, 232N, 1356E,  60,   1002, TS,
WP,00,2047092418,    , INVEST,   0, 240N, 1350E,  55,   1005, TS,
WP,00,2047092500,    , INVEST,   0, 243N, 1340E,  55,   1013, TS,
WP,00,2047092506,    , INVEST,   0, 250N, 1325E,  55,   1013, TS,
WP,00,2047092512,    , INVEST,   0, 252N, 1319E,  65,   1013, TY,
WP,00,2047092518,    , INVEST,   0, 258N, 1310E,  75,   1013, TY,
WP,00,2047092600,    , INVEST,   0, 264N, 1302E,  80,   1013, TY,
WP,00,2047092606,    , INVEST,   0, 272N, 1294E,  80,   1026, TY,
WP,00,2047092612,    , INVEST,   0, 281N, 1282E,  85,   1026, TY,
WP,00,2047092618,    , INVEST,   0, 288N, 1270E,  95,   1026, TY,
WP,00,2047092700,    , INVEST,   0, 293N, 1257E,  100,   1026, TY,
WP,00,2047092706,    , INVEST,   0, 301N, 1250E,  105,   1026, TY,
WP,00,2047092712,    , INVEST,   0, 311N, 1242E,  105,   1026, TY,
WP,00,2047092718,    , INVEST,   0, 317N, 1232E,  100,   , TY,
WP,00,2047092800,    , INVEST,   0, 333N, 1220E,  95,   , TY,
WP,00,2047092806,    , INVEST,   0, 341N, 1211E,  85,   , TY,
WP,00,2047092812,    , INVEST,   0, 355N, 1201E,  75,   , TY,
WP,00,2047092818,    , INVEST,   0, 359N, 1195E,  65,   , TY,
WP,00,2047092900,    , INVEST,   0, 368N, 1195E,  45,   , TS,
WP,00,2047092906,    , INVEST,   0, 378N, 1195E,  30,   , TD,
WP,00,2047092912,    , INVEST,   0, 390N, 1203E,  20,   , DB,
WP,00,2047092918,    , INVEST,   0, 402N, 1217E,  15,   , DB,
WP,00,2047093000,    , INVEST,   0, 408N, 1236E,  15,   , DB,
WP,00,2047093006,    , INVEST,   0, 414N, 1250E,  -1,   , DB,
WP,00,2047093012,    , INVEST,   0, 422N, 1261E,  -1,   , DB,
WP,00,2047093018,    , INVEST,   0, 427N, 1275E,  -1,   , DB,
