WP,33,2047110612,    , INVEST,   0, 94N, 1533E,  15,   1005, DB,
WP,00,2047110618,    , INVEST,   0, 95N, 1543E,  15,   1013, DB,
WP,00,2047110700,    , INVEST,   0, 97N, 1553E,  15,   1013, DB,
WP,00,2047110706,    , INVEST,   0, 100N, 1560E,  15,   1013, DB,
WP,00,2047110712,    , INVEST,   0, 102N, 1569E,  15,   1013, DB,
WP,00,2047110718,    , INVEST,   0, 104N, 1573E,  15,   1012, DB,
WP,00,2047110800,    , INVEST,   0, 107N, 1579E,  15,   1012, DB,
WP,00,2047110806,    , INVEST,   0, 108N, 1579E,  15,   1012, DB,
WP,00,2047110812,    , INVEST,   0, 112N, 1579E,  15,   1011, DB,
WP,00,2047110818,    , INVEST,   0, 115N, 1585E,  20,   1011, DB,
WP,00,2047110900,    , INVEST,   0, 116N, 1590E,  20,   1010, DB,
WP,00,2047110906,    , INVEST,   0, 118N, 1590E,  20,   1009, DB,
WP,00,2047110912,    , INVEST,   0, 124N, 1585E,  20,   1008, DB,
WP,00,2047110918,    , INVEST,   0, 124N, 1579E,  20,   1007, DB,
WP,00,2047111000,    , INVEST,   0, 125N, 1573E,  25,   1006, DB,
WP,00,2047111006,    , INVEST,   0, 125N, 1564E,  25,   1006, DB,
WP,00,2047111012,    , INVEST,   0, 123N, 1555E,  30,   1005, TD,
WP,00,2047111018,    , INVEST,   0, 122N, 1544E,  30,   1004, TD,
WP,00,2047111100,    , INVEST,   0, 123N, 1535E,  35,   1003, TS,
WP,00,2047111106,    , INVEST,   0, 123N, 1529E,  35,   1002, TS,
WP,00,2047111112,    , INVEST,   0, 123N, 1521E,  40,   1002, TS,
WP,00,2047111118,    , INVEST,   0, 123N, 1515E,  40,   1001, TS,
WP,00,2047111200,    , INVEST,   0, 123N, 1507E,  40,   1000, TS,
WP,00,2047111206,    , INVEST,   0, 122N, 1502E,  40,   1000, TS,
WP,00,2047111212,    , INVEST,   0, 119N, 1496E,  40,   1000, TS,
WP,00,2047111218,    , INVEST,   0, 117N, 1483E,  40,   999, TS,
WP,00,2047111300,    , INVEST,   0, 117N, 1473E,  45,   1000, TS,
WP,00,2047111306,    , INVEST,   0, 117N, 1465E,  45,   1002, TS,
WP,00,2047111312,    , INVEST,   0, 117N, 1455E,  50,   1005, TS,
WP,00,2047111318,    , INVEST,   0, 115N, 1444E,  55,   1013, TS,
WP,00,2047111400,    , INVEST,   0, 115N, 1432E,  65,   1013, TY,
WP,00,2047111406,    , INVEST,   0, 114N, 1418E,  75,   1013, TY,
WP,00,2047111412,    , INVEST,   0, 115N, 1404E,  85,   1013, TY,
WP,00,2047111418,    , INVEST,   0, 115N, 1391E,  95,   1013, TY,
WP,00,2047111500,    , INVEST,   0, 115N, 1381E,  100,   1026, TY,
WP,00,2047111506,    , INVEST,   0, 119N, 1369E,  110,   1026, TY,
WP,00,2047111512,    , INVEST,   0, 118N, 1356E,  125,   1026, TY,
WP,00,2047111518,    , INVEST,   0, 120N, 1342E,  135,   1026, TY,
WP,00,2047111600,    , INVEST,   0, 120N, 1329E,  145,   1026, TY,
WP,00,2047111606,    , INVEST,   0, 126N, 1319E,  140,   1026, TY,
WP,00,2047111612,    , INVEST,   0, 126N, 1310E,  130,   , TY,
WP,00,2047111618,    , INVEST,   0, 128N, 1295E,  125,   , TY,
WP,00,2047111700,    , INVEST,   0, 131N, 1282E,  120,   , TY,
WP,00,2047111706,    , INVEST,   0, 131N, 1267E,  130,   , TY,
WP,00,2047111712,    , INVEST,   0, 135N, 1256E,  145,   , TY,
WP,00,2047111718,    , INVEST,   0, 135N, 1247E,  140,   , TY,
WP,00,2047111800,    , INVEST,   0, 135N, 1233E,  105,   , TY,
WP,00,2047111806,    , INVEST,   0, 134N, 1218E,  85,   , TY,
WP,00,2047111812,    , INVEST,   0, 134N, 1204E,  60,   , TS,
WP,00,2047111818,    , INVEST,   0, 131N, 1189E,  50,   , TS,
WP,00,2047111900,    , INVEST,   0, 127N, 1176E,  45,   , TS,
WP,00,2047111906,    , INVEST,   0, 131N, 1159E,  35,   , TS,
WP,00,2047111912,    , INVEST,   0, 129N, 1144E,  35,   , TS,
WP,00,2047111918,    , INVEST,   0, 128N, 1130E,  35,   , TS,
WP,00,2047112000,    , INVEST,   0, 131N, 1116E,  40,   , TS,
WP,00,2047112006,    , INVEST,   0, 135N, 1103E,  50,   , TS,
WP,00,2047112012,    , INVEST,   0, 134N, 1095E,  55,   , TS,
WP,00,2047112018,    , INVEST,   0, 134N, 1084E,  35,   , TS,
WP,00,2047112100,    , INVEST,   0, 134N, 1074E,  20,   , DB,
WP,00,2047112106,    , INVEST,   0, 136N, 1064E,  5,   , DB,
WP,00,2047112112,    , INVEST,   0, 140N, 1058E,  -1,   , DB,
WP,00,2047112118,    , INVEST,   0, 145N, 1049E,  -1,   , DB,
