WP,30,2047102912,    , INVEST,   0, 100N, 1297E,  15,   1005, DB,
WP,00,2047102918,    , INVEST,   0, 107N, 1288E,  15,   1013, DB,
WP,00,2047103000,    , INVEST,   0, 108N, 1279E,  15,   1013, DB,
WP,00,2047103006,    , INVEST,   0, 109N, 1275E,  15,   1013, DB,
WP,00,2047103012,    , INVEST,   0, 109N, 1270E,  20,   1013, DB,
WP,00,2047103018,    , INVEST,   0, 110N, 1266E,  20,   1012, DB,
WP,00,2047103100,    , INVEST,   0, 110N, 1260E,  20,   1012, DB,
WP,00,2047103106,    , INVEST,   0, 109N, 1254E,  20,   1012, DB,
WP,00,2047103112,    , INVEST,   0, 109N, 1249E,  20,   1011, DB,
WP,00,2047103118,    , INVEST,   0, 110N, 1241E,  20,   1011, DB,
WP,00,2047110100,    , INVEST,   0, 113N, 1228E,  20,   1010, DB,
WP,00,2047110106,    , INVEST,   0, 112N, 1223E,  20,   1009, DB,
WP,00,2047110112,    , INVEST,   0, 112N, 1216E,  25,   1008, DB,
WP,00,2047110118,    , INVEST,   0, 116N, 1208E,  25,   1007, DB,
WP,00,2047110200,    , INVEST,   0, 119N, 1202E,  25,   1006, DB,
WP,00,2047110206,    , INVEST,   0, 119N, 1193E,  30,   1006, TD,
WP,00,2047110212,    , INVEST,   0, 119N, 1185E,  35,   1005, TS,
WP,00,2047110218,    , INVEST,   0, 119N, 1174E,  35,   1004, TS,
WP,00,2047110300,    , INVEST,   0, 115N, 1168E,  35,   1003, TS,
WP,00,2047110306,    , INVEST,   0, 112N, 1166E,  35,   1002, TS,
WP,00,2047110312,    , INVEST,   0, 107N, 1160E,  35,   1002, TS,
WP,00,2047110318,    , INVEST,   0, 109N, 1153E,  40,   1001, TS,
WP,00,2047110400,    , INVEST,   0, 108N, 1147E,  40,   1000, TS,
WP,00,2047110406,    , INVEST,   0, 107N, 1137E,  45,   1000, TS,
WP,00,2047110412,    , INVEST,   0, 106N, 1134E,  45,   1000, TS,
WP,00,2047110418,    , INVEST,   0, 104N, 1128E,  45,   999, TS,
WP,00,2047110500,    , INVEST,   0, 103N, 1123E,  45,   1000, TS,
WP,00,2047110506,    , INVEST,   0, 103N, 1119E,  45,   1002, TS,
WP,00,2047110512,    , INVEST,   0, 98N, 1112E,  45,   1005, TS,
WP,00,2047110518,    , INVEST,   0, 104N, 1109E,  45,   1013, TS,
WP,00,2047110600,    , INVEST,   0, 108N, 1108E,  45,   1013, TS,
WP,00,2047110606,    , INVEST,   0, 114N, 1108E,  50,   1013, TS,
WP,00,2047110612,    , INVEST,   0, 118N, 1108E,  55,   1013, TS,
WP,00,2047110618,    , INVEST,   0, 127N, 1106E,  55,   1013, TS,
WP,00,2047110700,    , INVEST,   0, 135N, 1104E,  60,   1026, TS,
WP,00,2047110706,    , INVEST,   0, 146N, 1098E,  65,   1026, TY,
WP,00,2047110712,    , INVEST,   0, 154N, 1094E,  65,   1026, TY,
WP,00,2047110718,    , INVEST,   0, 164N, 1091E,  70,   1026, TY,
WP,00,2047110800,    , INVEST,   0, 174N, 1085E,  75,   1026, TY,
WP,00,2047110806,    , INVEST,   0, 180N, 1077E,  75,   1026, TY,
WP,00,2047110812,    , INVEST,   0, 186N, 1076E,  75,   , TY,
WP,00,2047110818,    , INVEST,   0, 196N, 1082E,  75,   , TY,
WP,00,2047110900,    , INVEST,   0, 208N, 1087E,  80,   , TY,
WP,00,2047110906,    , INVEST,   0, 218N, 1088E,  70,   , TY,
WP,00,2047110912,    , INVEST,   0, 229N, 1089E,  60,   , TS,
WP,00,2047110918,    , INVEST,   0, 237N, 1100E,  50,   , TS,
WP,00,2047111000,    , INVEST,   0, 243N, 1109E,  40,   , TS,
WP,00,2047111006,    , INVEST,   0, 251N, 1122E,  35,   , TS,
WP,00,2047111012,    , INVEST,   0, 258N, 1131E,  30,   , TD,
WP,00,2047111018,    , INVEST,   0, 264N, 1143E,  30,   , TD,
WP,00,2047111100,    , INVEST,   0, 269N, 1150E,  20,   , DB,
WP,00,2047111106,    , INVEST,   0, 278N, 1161E,  15,   , DB,
WP,00,2047111112,    , INVEST,   0, 284N, 1167E,  15,   , DB,
