WP,00,2047040218,    , INVEST,   0, 92N, 1460E,  15,   1010, DB,
WP,00,2047040300,    , INVEST,   0, 96N, 1454E,  15,   1010, DB,
WP,00,2047040306,    , INVEST,   0, 96N, 1445E,  15,   1009, DB,
WP,00,2047040312,    , INVEST,   0, 98N, 1438E,  15,   1010, DB,
WP,00,2047040318,    , INVEST,   0, 105N, 1426E,  15,   1010, DB,
WP,00,2047040400,    , INVEST,   0, 109N, 1412E,  15,   1009, DB,
WP,00,2047040406,    , INVEST,   0, 109N, 1403E,  15,   1008, DB,
WP,00,2047040412,    , INVEST,   0, 112N, 1398E,  15,   1008, DB,
WP,00,2047040418,    , INVEST,   0, 115N, 1389E,  20,   1008, DB,
WP,00,2047040500,    , INVEST,   0, 117N, 1381E,  20,   1007, DB,
WP,00,2047040506,    , INVEST,   0, 120N, 1375E,  20,   1005, DB,
WP,00,2047040512,    , INVEST,   0, 125N, 1369E,  25,   1005, DB,
WP,00,2047040518,    , INVEST,   0, 130N, 1363E,  25,   1004, DB,
WP,00,2047040600,    , INVEST,   0, 134N, 1355E,  25,   1004, DB,
WP,00,2047040606,    , INVEST,   0, 139N, 1352E,  30,   1004, TD,
WP,00,2047040612,    , INVEST,   0, 142N, 1347E,  30,   1003, TD,
WP,00,2047040618,    , INVEST,   0, 145N, 1347E,  35,   1003, TS,
WP,00,2047040700,    , INVEST,   0, 147N, 1350E,  35,   1001, TS,
WP,00,2047040706,    , INVEST,   0, 150N, 1354E,  40,   999, TS,
WP,00,2047040712,    , INVEST,   0, 154N, 1358E,  45,   997, TS,
WP,00,2047040718,    , INVEST,   0, 161N, 1368E,  55,   994, TS,
WP,00,2047040800,    , INVEST,   0, 167N, 1376E,  65,   990, TY,
WP,00,2047040806,    , INVEST,   0, 172N, 1383E,  75,   984, TY,
WP,00,2047040812,    , INVEST,   0, 180N, 1389E,  75,   981, TY,
WP,00,2047040818,    , INVEST,   0, 185N, 1394E,  70,   982, TY,
WP,00,2047040900,    , INVEST,   0, 193N, 1402E,  60,   987, TS,
WP,00,2047040906,    , INVEST,   0, 203N, 1411E,  50,   993, TS,
WP,00,2047040912,    , INVEST,   0, 209N, 1415E,  15,   996, EX,
WP,00,2047040918,    , INVEST,   0, 222N, 1423E,  15,   997, EX,
WP,00,2047041000,    , INVEST,   0, 232N, 1433E,  15,   996, EX,
WP,00,2047041006,    , INVEST,   0, 241N, 1440E,  15,   995, EX,
WP,00,2047041012,    , INVEST,   0, 245N, 1457E,  15,   993, EX,
WP,00,2047041018,    , INVEST,   0, 251N, 1471E,  15,   993, EX,
WP,00,2047041100,    , INVEST,   0, 263N, 1482E,  15,   991, EX,
WP,00,2047041106,    , INVEST,   0, 274N, 1493E,  15,   989, EX,
WP,00,2047041112,    , INVEST,   0, 283N, 1504E,  15,   987, EX,
WP,00,2047041118,    , INVEST,   0, 297N, 1517E,  15,   983, EX,
WP,00,2047041200,    , INVEST,   0, 308N, 1533E,  15,   982, EX,
WP,00,2047041206,    , INVEST,   0, 317N, 1542E,  15,   986, EX,
WP,00,2047041212,    , INVEST,   0, 323N, 1555E,  15,   988, EX,
WP,00,2047041218,    , INVEST,   0, 326N, 1566E,  15,   989, EX,
WP,00,2047041300,    , INVEST,   0, 326N, 1591E,  15,   993, EX,
WP,00,2047041306,    , INVEST,   0, 334N, 1602E,  15,   994, EX,
WP,00,2047041312,    , INVEST,   0, 333N, 1625E,  15,   996, EX,
WP,00,2047041318,    , INVEST,   0, 335N, 1647E,  15,   995, EX,
WP,00,2047041400,    , INVEST,   0, 339N, 1657E,  15,   995, EX,
WP,00,2047041406,    , INVEST,   0, 343N, 1669E,  15,   993, EX,
WP,00,2047041412,    , INVEST,   0, 345N, 1684E,  15,   991, EX,
WP,00,2047041418,    , INVEST,   0, 348N, 1696E,  15,   989, EX,
WP,00,2047041500,    , INVEST,   0, 363N, 1698E,  15,   989, EX,
WP,00,2047041506,    , INVEST,   0, 370N, 1704E,  15,   993, EX,
WP,00,2047041512,    , INVEST,   0, 381N, 1704E,  15,   995, EX,
WP,00,2047041518,    , INVEST,   0, 386N, 1695E,  15,   999, EX,
WP,00,2047041600,    , INVEST,   0, 398N, 1708E,  15,   1001, EX,
WP,00,2047041606,    , INVEST,   0, 410N, 1708E,  15,   1003, EX,
WP,03,2047041612,    , INVEST,   0, 416N, 1716E,  15,   1006, EX,
