WP,31,2047100218,    , INVEST,   0, 141N, 1398E,  20,   1005, DB,
WP,00,2047100300,    , INVEST,   0, 147N, 1391E,  20,   1013, DB,
WP,00,2047100306,    , INVEST,   0, 152N, 1386E,  20,   1013, DB,
WP,00,2047100312,    , INVEST,   0, 156N, 1380E,  25,   1013, DB,
WP,00,2047100318,    , INVEST,   0, 158N, 1374E,  25,   1013, DB,
WP,00,2047100400,    , INVEST,   0, 159N, 1370E,  25,   1012, DB,
WP,00,2047100406,    , INVEST,   0, 161N, 1364E,  30,   1012, TD,
WP,00,2047100412,    , INVEST,   0, 164N, 1357E,  30,   1012, TD,
WP,00,2047100418,    , INVEST,   0, 165N, 1352E,  35,   1011, TS,
WP,00,2047100500,    , INVEST,   0, 171N, 1340E,  40,   1011, TS,
WP,00,2047100506,    , INVEST,   0, 172N, 1338E,  45,   1010, TS,
WP,00,2047100512,    , INVEST,   0, 174N, 1330E,  50,   1009, TS,
WP,00,2047100518,    , INVEST,   0, 178N, 1325E,  55,   1008, TS,
WP,00,2047100600,    , INVEST,   0, 181N, 1317E,  65,   1007, TY,
WP,00,2047100606,    , INVEST,   0, 183N, 1309E,  80,   1006, TY,
WP,00,2047100612,    , INVEST,   0, 185N, 1301E,  95,   1006, TY,
WP,00,2047100618,    , INVEST,   0, 191N, 1290E,  110,   1005, TY,
WP,00,2047100700,    , INVEST,   0, 195N, 1280E,  120,   1004, TY,
WP,00,2047100706,    , INVEST,   0, 198N, 1266E,  110,   1003, TY,
WP,00,2047100712,    , INVEST,   0, 201N, 1256E,  100,   1002, TY,
WP,00,2047100718,    , INVEST,   0, 205N, 1240E,  95,   1002, TY,
WP,00,2047100800,    , INVEST,   0, 208N, 1227E,  95,   1001, TY,
WP,00,2047100806,    , INVEST,   0, 215N, 1213E,  85,   1000, TY,
WP,00,2047100812,    , INVEST,   0, 222N, 1204E,  70,   1000, TY,
WP,00,2047100818,    , INVEST,   0, 224N, 1196E,  55,   1000, TS,
WP,00,2047100900,    , INVEST,   0, 228N, 1188E,  40,   999, TS,
WP,00,2047100906,    , INVEST,   0, 234N, 1183E,  35,   1000, TS,
WP,00,2047100912,    , INVEST,   0, 241N, 1178E,  25,   1002, DB,
WP,00,2047100918,    , INVEST,   0, 250N, 1176E,  20,   1005, DB,
WP,00,2047101000,    , INVEST,   0, 260N, 1179E,  15,   1013, EX,
WP,00,2047101006,    , INVEST,   0, 270N, 1187E,  15,   1013, EX,
WP,00,2047101012,    , INVEST,   0, 274N, 1199E,  15,   1013, EX,
WP,00,2047101018,    , INVEST,   0, 285N, 1208E,  15,   1013, EX,
WP,00,2047101100,    , INVEST,   0, 298N, 1219E,  15,   1013, EX,
WP,00,2047101106,    , INVEST,   0, 305N, 1227E,  15,   1026, EX,
WP,00,2047101112,    , INVEST,   0, 315N, 1238E,  15,   1026, EX,
WP,00,2047101118,    , INVEST,   0, 321N, 1251E,  15,   1026, EX,
WP,00,2047101200,    , INVEST,   0, 329N, 1264E,  15,   1026, EX,
WP,00,2047101206,    , INVEST,   0, 338N, 1277E,  15,   1026, EX,
WP,00,2047101212,    , INVEST,   0, 356N, 1288E,  15,   1026, EX,
WP,00,2047101218,    , INVEST,   0, 361N, 1293E,  15,   , EX,
WP,00,2047101300,    , INVEST,   0, 370N, 1290E,  15,   , EX,
WP,00,2047101306,    , INVEST,   0, 377N, 1288E,  15,   , EX,
WP,00,2047101312,    , INVEST,   0, 379N, 1284E,  15,   , EX,
WP,00,2047101318,    , INVEST,   0, 392N, 1281E,  15,   , EX,
WP,00,2047101400,    , INVEST,   0, 402N, 1282E,  15,   , EX,
WP,00,2047101406,    , INVEST,   0, 414N, 1294E,  15,   , EX,
WP,00,2047101412,    , INVEST,   0, 445N, 1300E,  15,   , EX,
WP,00,2047101418,    , INVEST,   0, 449N, 1304E,  15,   , EX,
WP,00,2047101500,    , INVEST,   0, 458N, 1310E,  15,   , EX,
WP,00,2047101506,    , INVEST,   0, 474N, 1313E,  15,   , EX,
WP,00,2047101512,    , INVEST,   0, 483N, 1314E,  15,   , EX,
WP,00,2047101518,    , INVEST,   0, 494N, 1317E,  15,   , EX,
WP,00,2047101600,    , INVEST,   0, 518N, 1328E,  15,   , EX,
WP,00,2047101606,    , INVEST,   0, 526N, 1336E,  15,   , EX,
WP,00,2047101612,    , INVEST,   0, 553N, 1347E,  15,   , EX,
WP,00,2047101618,    , INVEST,   0, 564N, 1362E,  15,   , EX,
WP,00,2047101700,    , INVEST,   0, 570N, 1371E,  15,   , EX,
WP,00,2047101706,    , INVEST,   0, 578N, 1377E,  15,   , EX,
WP,00,2047101712,    , INVEST,   0, 584N, 1388E,  15,   , EX,
WP,00,2047101718,    , INVEST,   0, 597N, 1394E,  15,   , EX,
WP,00,2047101800,    , INVEST,   0, 603N, 1401E,  15,   , EX,
WP,00,2047101806,    , INVEST,   0, 607N, 1406E,  15,   , EX,
WP,00,2047101812,    , INVEST,   0, 601N, 1417E,  15,   , EX,
