WP,20,2047100218,    , INVEST,   0, 110N, 1119E,  20,   1005, DB,
WP,00,2047100300,    , INVEST,   0, 122N, 1124E,  20,   1013, DB,
WP,00,2047100306,    , INVEST,   0, 128N, 1130E,  20,   1013, DB,
WP,00,2047100312,    , INVEST,   0, 134N, 1137E,  20,   1013, DB,
WP,00,2047100318,    , INVEST,   0, 132N, 1144E,  25,   1013, DB,
WP,00,2047100400,    , INVEST,   0, 135N, 1153E,  25,   1012, DB,
WP,00,2047100406,    , INVEST,   0, 139N, 1164E,  20,   1012, DB,
WP,00,2047100412,    , INVEST,   0, 139N, 1173E,  20,   1012, DB,
WP,00,2047100418,    , INVEST,   0, 141N, 1179E,  25,   1011, DB,
WP,00,2047100500,    , INVEST,   0, 144N, 1188E,  25,   1011, DB,
WP,00,2047100506,    , INVEST,   0, 145N, 1191E,  30,   1010, TD,
WP,00,2047100512,    , INVEST,   0, 150N, 1195E,  30,   1009, TD,
WP,00,2047100518,    , INVEST,   0, 158N, 1187E,  35,   1008, TS,
WP,00,2047100600,    , INVEST,   0, 164N, 1180E,  35,   1007, TS,
WP,00,2047100606,    , INVEST,   0, 171N, 1180E,  40,   1006, TS,
WP,00,2047100612,    , INVEST,   0, 180N, 1174E,  45,   1006, TS,
WP,00,2047100618,    , INVEST,   0, 187N, 1168E,  55,   1005, TS,
WP,00,2047100700,    , INVEST,   0, 193N, 1166E,  60,   1004, TS,
WP,00,2047100706,    , INVEST,   0, 198N, 1163E,  60,   1003, TS,
WP,00,2047100712,    , INVEST,   0, 204N, 1158E,  65,   1002, TY,
WP,00,2047100718,    , INVEST,   0, 212N, 1152E,  70,   1002, TY,
WP,00,2047100800,    , INVEST,   0, 218N, 1149E,  75,   1001, TY,
WP,00,2047100806,    , INVEST,   0, 218N, 1146E,  75,   1000, TY,
WP,00,2047100812,    , INVEST,   0, 217N, 1142E,  75,   1000, TY,
WP,00,2047100818,    , INVEST,   0, 216N, 1136E,  80,   1000, TY,
WP,00,2047100900,    , INVEST,   0, 218N, 1130E,  75,   999, TY,
WP,00,2047100906,    , INVEST,   0, 218N, 1124E,  60,   1000, TS,
WP,00,2047100912,    , INVEST,   0, 218N, 1114E,  55,   1002, TS,
WP,00,2047100918,    , INVEST,   0, 220N, 1108E,  45,   1005, TS,
WP,00,2047101000,    , INVEST,   0, 219N, 1101E,  35,   1013, TS,
WP,00,2047101006,    , INVEST,   0, 222N, 1087E,  30,   1013, TD,
WP,00,2047101012,    , INVEST,   0, 233N, 1084E,  25,   1013, DB,
WP,00,2047101018,    , INVEST,   0, 238N, 1081E,  15,   1013, DB,
WP,00,2047101100,    , INVEST,   0, 245N, 1081E,  15,   1013, DB,
WP,00,2047101106,    , INVEST,   0, 252N, 1081E,  -1,   1026, DB,
WP,00,2047101112,    , INVEST,   0, 259N, 1087E,  -1,   1026, DB,
WP,00,2047101118,    , INVEST,   0, 268N, 1083E,  -1,   1026, DB,
