WP, 21,2099101300,   , XRQA,   0, 133N, 1612E,  15,    0, DB
WP, 21,2099101306,   , XRQA,   0, 136N, 1604E,  15,    0, DB
WP, 21,2099101312,   , XRQA,   0, 138N, 1594E,  20,    0, DB
WP, 21,2099101318,   , XRQA,   0, 142N, 1585E,  25,    0, TD
WP, 21,2099101400,   , XRQA,   0, 145N, 1574E,  25,    0, TD
WP, 21,2099101406,   , XRQA,   0, 152N, 1566E,  30,    0, TD
WP, 21,2099101412,   , XRQA,   0, 157N, 1558E,  30,    0, TD
WP, 21,2099101418,   , XRQA,   0, 161N, 1550E,  25,    0, TD
WP, 21,2099101500,   , XRQA,   0, 164N, 1542E,  20,    0, DB
WP, 21,2099101506,   , XRQA,   0, 166N, 1537E,  20,    0, DB
WP, 21,2099101512,   , XRQA,   0, 163N, 1533E,  20,    0, DB
WP, 21,2099101518,   , XRQA,   0, 160N, 1529E,  20,    0, DB
WP, 21,2099101600,   , XRQA,   0, 159N, 1525E,  25,    0, TD
WP, 21,2099101606,   , XRQA,   0, 159N, 1519E,  25,    0, TD
WP, 21,2099101612,   , XRQA,   0, 157N, 1511E,  25,    0, TD
WP, 21,2099101618,   , XRQA,   0, 155N, 1503E,  20,    0, DB
WP, 21,2099101700,   , XRQA,   0, 157N, 1493E,  20,    0, DB
WP, 21,2099101706,   , XRQA,   0, 160N, 1485E,  20,    0, DB
WP, 21,2099101712,   , XRQA,   0, 163N, 1478E,  20,    0, DB
WP, 21,2099101718,   , XRQA,   0, 165N, 1472E,  20,    0, DB
WP, 21,2099101800,   , XRQA,   0, 167N, 1469E,  25,    0, TD
WP, 21,2099101806,   , XRQA,   0, 168N, 1465E,  25,    0, TD
WP, 21,2099101812,   , XRQA,   0, 172N, 1463E,  25,    0, TD
WP, 21,2099101818,   , XRQA,   0, 176N, 1460E,  25,    0, TD
WP, 21,2099101900,   , XRQA,   0, 181N, 1456E,  30,    0, TD
WP, 21,2099101906,   , XRQA,   0, 184N, 1450E,  30,    0, TD
WP, 21,2099101912,   , XRQA,   0, 185N, 1445E,  30,    0, TD
WP, 21,2099101918,   , XRQA,   0, 187N, 1440E,  35,    0, MD
WP, 21,2099102000,   , XRQA,   0, 191N, 1437E,  35,    0, MD
WP, 21,2099102006,   , XRQA,   0, 198N, 1432E,  35,    0, MD
WP, 21,2099102012,   , XRQA,   0, 206N, 1433E,  40,    0, MD
WP, 21,2099102018,   , XRQA,   0, 209N, 1436E,  40,    0, MD
WP, 21,2099102100,   , XRQA,   0, 211N, 1441E,  40,    0, MD
WP, 21,2099102106,   , XRQA,   0, 216N, 1445E,  45,    0, MD
WP, 21,2099102112,   , XRQA,   0, 221N, 1452E,  45,    0, TS
WP, 21,2099102118,   , XRQA,   0, 222N, 1460E,  55,    0, TS
WP, 21,2099102200,   , XRQA,   0, 224N, 1465E,  60,    0, TS
WP, 21,2099102206,   , XRQA,   0, 230N, 1469E,  75,    0, TY
WP, 21,2099102212,   , XRQA,   0, 236N, 1472E,  75,    0, TY
WP, 21,2099102218,   , XRQA,   0, 242N, 1480E,  85,    0, TY
WP, 21,2099102300,   , XRQA,   0, 249N, 1488E,  90,    0, TY
WP, 21,2099102306,   , XRQA,   0, 261N, 1497E, 100,    0, TY
WP, 21,2099102312,   , XRQA,   0, 271N, 1508E, 110,    0, TY
WP, 21,2099102318,   , XRQA,   0, 283N, 1523E, 115,    0, TY
WP, 21,2099102400,   , XRQA,   0, 292N, 1541E, 120,    0, TY
WP, 21,2099102406,   , XRQA,   0, 301N, 1563E, 130,    0, ST
WP, 21,2099102412,   , XRQA,   0, 308N, 1587E, 140,    0, ST
WP, 21,2099102418,   , XRQA,   0, 308N, 1615E, 130,    0, ST
WP, 21,2099102500,   , XRQA,   0, 300N, 1636E, 110,    0, TY
WP, 21,2099102506,   , XRQA,   0, 288N, 1654E, 105,    0, TY
WP, 21,2099102512,   , XRQA,   0, 276N, 1672E,  85,    0, TY
WP, 21,2099102518,   , XRQA,   0, 264N, 1685E,  65,    0, TY
WP, 21,2099102600,   , XRQA,   0, 253N, 1696E,  55,    0, TS
WP, 21,2099102606,   , XRQA,   0, 240N, 1695E,  65,    0, TY
WP, 21,2099102612,   , XRQA,   0, 231N, 1689E,  65,    0, TY
WP, 21,2099102618,   , XRQA,   0, 225N, 1675E,  65,    0, TY
WP, 21,2099102700,   , XRQA,   0, 224N, 1660E,  60,    0, TS
WP, 21,2099102706,   , XRQA,   0, 223N, 1645E,  50,    0, TS
WP, 21,2099102712,   , XRQA,   0, 219N, 1627E,  65,    0, TY
WP, 21,2099102718,   , XRQA,   0, 220N, 1605E,  80,    0, TY
WP, 21,2099102800,   , XRQA,   0, 219N, 1582E,  85,    0, TY
WP, 21,2099102806,   , XRQA,   0, 218N, 1560E,  85,    0, TY
WP, 21,2099102812,   , XRQA,   0, 219N, 1541E,  90,    0, TY
WP, 21,2099102818,   , XRQA,   0, 226N, 1521E,  95,    0, TY
WP, 21,2099102900,   , XRQA,   0, 231N, 1505E, 110,    0, TY
WP, 21,2099102906,   , XRQA,   0, 239N, 1494E, 120,    0, TY
WP, 21,2099102912,   , XRQA,   0, 248N, 1488E, 130,    0, ST
WP, 21,2099102918,   , XRQA,   0, 257N, 1492E, 125,    0, TY
WP, 21,2099103000,   , XRQA,   0, 266N, 1502E, 110,    0, TY
WP, 21,2099103006,   , XRQA,   0, 278N, 1517E,  90,    0, TY
WP, 21,2099103012,   , XRQA,   0, 289N, 1542E,  80,    0, TY
WP, 21,2099103018,   , XRQA,   0, 297N, 1567E,  65,    0, TY
WP, 21,2099103100,   , XRQA,   0, 306N, 1597E,  50,    0, EX
WP, 21,2099103106,   , XRQA,   0, 314N, 1632E,  55,    0, EX
WP, 21,2099103112,   , XRQA,   0, 321N, 1670E,  55,    0, EX
WP, 21,2099103118,   , XRQA,   0, 330N, 1702E,  65,    0, EX
WP, 21,2099110100,   , XRQA,   0, 337N, 1731E,  65,    0, EX
WP, 21,2099110106,   , XRQA,   0, 344N, 1759E,  65,    0, EX
WP, 21,2099110112,   , XRQA,   0, 347N, 1794E,  65,    0, EX
WP, 21,2099110118,   , XRQA,   0, 356N, 1774W,  65,    0, EX,Parma
