WP, 19,2099092412,   , XRQA,   0,  49N, 1565E,  15,    0, DB
WP, 19,2099092418,   , XRQA,   0,  52N, 1558E,  15,    0, DB
WP, 19,2099092500,   , XRQA,   0,  54N, 1548E,  15,    0, DB
WP, 19,2099092506,   , XRQA,   0,  55N, 1540E,  15,    0, DB
WP, 19,2099092512,   , XRQA,   0,  57N, 1531E,  15,    0, DB
WP, 19,2099092518,   , XRQA,   0,  61N, 1520E,  20,    0, DB
WP, 19,2099092600,   , XRQA,   0,  65N, 1509E,  20,    0, DB
WP, 19,2099092606,   , XRQA,   0,  69N, 1501E,  20,    0, DB
WP, 19,2099092612,   , XRQA,   0,  75N, 1493E,  20,    0, DB
WP, 19,2099092618,   , XRQA,   0,  83N, 1486E,  25,    0, TD
WP, 19,2099092700,   , XRQA,   0,  89N, 1476E,  25,    0, TD
WP, 19,2099092706,   , XRQA,   0,  96N, 1469E,  30,    0, TD
WP, 19,2099092712,   , XRQA,   0,  97N, 1462E,  30,    0, TD
WP, 19,2099092718,   , XRQA,   0,  94N, 1455E,  35,    0, TS
WP, 19,2099092800,   , XRQA,   0,  94N, 1446E,  40,    0, TS
WP, 19,2099092806,   , XRQA,   0,  92N, 1436E,  45,    0, TS
WP, 19,2099092812,   , XRQA,   0,  91N, 1422E,  50,    0, TS
WP, 19,2099092818,   , XRQA,   0,  87N, 1409E,  55,    0, TS
WP, 19,2099092900,   , XRQA,   0,  80N, 1397E,  65,    0, TY
WP, 19,2099092906,   , XRQA,   0,  78N, 1389E,  55,    0, TS
WP, 19,2099092912,   , XRQA,   0,  80N, 1381E,  60,    0, TS
WP, 19,2099092918,   , XRQA,   0,  82N, 1374E,  70,    0, TY
WP, 19,2099093000,   , XRQA,   0,  90N, 1367E,  95,    0, TY
WP, 19,2099093006,   , XRQA,   0,  99N, 1354E, 120,    0, TY
WP, 19,2099093012,   , XRQA,   0, 105N, 1339E, 130,    0, ST
WP, 19,2099093018,   , XRQA,   0, 112N, 1324E, 160,    0, ST
WP, 19,2099100100,   , XRQA,   0, 118N, 1310E, 155,    0, ST
WP, 19,2099100106,   , XRQA,   0, 124N, 1297E, 125,    0, TY
WP, 19,2099100112,   , XRQA,   0, 131N, 1286E,  95,    0, TY
WP, 19,2099100118,   , XRQA,   0, 138N, 1274E,  90,    0, TY
WP, 19,2099100200,   , XRQA,   0, 145N, 1263E,  95,    0, TY
WP, 19,2099100206,   , XRQA,   0, 151N, 1254E,  90,    0, TY
WP, 19,2099100212,   , XRQA,   0, 159N, 1246E,  95,    0, TY
WP, 19,2099100218,   , XRQA,   0, 165N, 1237E,  95,    0, TY
WP, 19,2099100300,   , XRQA,   0, 172N, 1229E,  95,    0, TY
WP, 19,2099100303,   , XRQA,   0, 175N, 1225E, 100,    0, TY
WP, 19,2099100306,   , XRQA,   0, 177N, 1221E,  85,    0, TY
WP, 19,2099100312,   , XRQA,   0, 182N, 1214E,  70,    0, TY
WP, 19,2099100318,   , XRQA,   0, 186N, 1207E,  65,    0, TY
WP, 19,2099100400,   , XRQA,   0, 187N, 1202E,  70,    0, TY
WP, 19,2099100406,   , XRQA,   0, 193N, 1198E,  60,    0, TS
WP, 19,2099100412,   , XRQA,   0, 197N, 1197E,  55,    0, TS
WP, 19,2099100418,   , XRQA,   0, 199N, 1195E,  45,    0, TS
WP, 19,2099100500,   , XRQA,   0, 200N, 1195E,  55,    0, TS
WP, 19,2099100506,   , XRQA,   0, 201N, 1196E,  70,    0, TY
WP, 19,2099100512,   , XRQA,   0, 200N, 1198E,  65,    0, TY
WP, 19,2099100518,   , XRQA,   0, 198N, 1199E,  65,    0, TY
WP, 19,2099100600,   , XRQA,   0, 193N, 1202E,  55,    0, TS
WP, 19,2099100606,   , XRQA,   0, 189N, 1206E,  55,    0, TS
WP, 19,2099100612,   , XRQA,   0, 185N, 1209E,  50,    0, TS
WP, 19,2099100618,   , XRQA,   0, 179N, 1213E,  35,    0, TS
WP, 19,2099100700,   , XRQA,   0, 175N, 1219E,  30,    0, TD
WP, 19,2099100706,   , XRQA,   0, 176N, 1223E,  35,    0, TS
WP, 19,2099100712,   , XRQA,   0, 178N, 1225E,  45,    0, TS
WP, 19,2099100718,   , XRQA,   0, 178N, 1225E,  40,    0, TS
WP, 19,2099100800,   , XRQA,   0, 175N, 1223E,  45,    0, TS
WP, 19,2099100806,   , XRQA,   0, 173N, 1219E,  50,    0, TS
WP, 19,2099100812,   , XRQA,   0, 172N, 1212E,  50,    0, TS
WP, 19,2099100818,   , XRQA,   0, 172N, 1206E,  45,    0, TS
WP, 19,2099100900,   , XRQA,   0, 174N, 1199E,  40,    0, TS
WP, 19,2099100906,   , XRQA,   0, 174N, 1195E,  30,    0, TD
WP, 19,2099100912,   , XRQA,   0, 173N, 1192E,  30,    0, TD
WP, 19,2099100918,   , XRQA,   0, 172N, 1188E,  30,    0, TD
WP, 19,2099101000,   , XRQA,   0, 171N, 1185E,  25,    0, TD
WP, 19,2099101006,   , XRQA,   0, 180N, 1181E,  25,    0, TD
WP, 19,2099101012,   , XRQA,   0, 182N, 1169E,  30,    0, TD
WP, 19,2099101018,   , XRQA,   0, 180N, 1155E,  35,    0, TS
WP, 19,2099101100,   , XRQA,   0, 177N, 1143E,  50,    0, TS
WP, 19,2099101106,   , XRQA,   0, 176N, 1132E,  55,    0, TS
WP, 19,2099101112,   , XRQA,   0, 180N, 1124E,  50,    0, TS
WP, 19,2099101118,   , XRQA,   0, 185N, 1116E,  55,    0, TS
WP, 19,2099101200,   , XRQA,   0, 190N, 1109E,  45,    0, TS
WP, 19,2099101206,   , XRQA,   0, 193N, 1101E,  45,    0, TS
WP, 19,2099101212,   , XRQA,   0, 196N, 1094E,  50,    0, TS
WP, 19,2099101218,   , XRQA,   0, 197N, 1088E,  55,    0, TS
WP, 19,2099101300,   , XRQA,   0, 199N, 1085E,  60,    0, TS
WP, 19,2099101306,   , XRQA,   0, 202N, 1080E,  85,    0, TY
WP, 19,2099101312,   , XRQA,   0, 203N, 1077E,  80,    0, TY
WP, 19,2099101318,   , XRQA,   0, 203N, 1074E,  75,    0, TY
WP, 19,2099101400,   , XRQA,   0, 203N, 1071E,  50,    0, TS
WP, 19,2099101406,   , XRQA,   0, 203N, 1068E,  45,    0, TS
WP, 19,2099101412,   , XRQA,   0, 203N, 1064E,  30,    0, TD
WP, 19,2099101418,   , XRQA,   0, 205N, 1062E,  25,    0, TD
WP, 19,2099101500,   , XRQA,   0, 207N, 1057E,  25,    0, TD
WP, 19,2099101506,   , XRQA,   0, 208N, 1052E,  20,    0, DB
WP, 19,2099101512,   , XRQA,   0, 207N, 1049E,  20,    0, DB
WP, 19,2099101518,   , XRQA,   0, 205N, 1045E,  20,    0, DB,Parma
