WP, 31,2099110100,   , XRQA,   0,  67N, 1680E,  15,    0, DB
WP, 31,2099110106,   , XRQA,   0,  67N, 1672E,  15,    0, DB
WP, 31,2099110112,   , XRQA,   0,  66N, 1661E,  15,    0, DB
WP, 31,2099110118,   , XRQA,   0,  65N, 1645E,  20,    0, DB
WP, 31,2099110200,   , XRQA,   0,  65N, 1630E,  20,    0, DB
WP, 31,2099110206,   , XRQA,   0,  64N, 1616E,  20,    0, DB
WP, 31,2099110212,   , XRQA,   0,  62N, 1603E,  20,    0, DB
WP, 31,2099110218,   , XRQA,   0,  61N, 1588E,  25,    0, TD
WP, 31,2099110300,   , XRQA,   0,  62N, 1572E,  25,    0, TD
WP, 31,2099110306,   , XRQA,   0,  61N, 1562E,  30,    0, TD
WP, 31,2099110312,   , XRQA,   0,  63N, 1549E,  30,    0, TD
WP, 31,2099110318,   , XRQA,   0,  62N, 1532E,  35,    0, TS
WP, 31,2099110400,   , XRQA,   0,  61N, 1520E,  45,    0, TS
WP, 31,2099110406,   , XRQA,   0,  62N, 1503E,  55,    0, TS
WP, 31,2099110412,   , XRQA,   0,  63N, 1488E,  65,    0, TY
WP, 31,2099110418,   , XRQA,   0,  65N, 1472E,  70,    0, TY
WP, 31,2099110500,   , XRQA,   0,  65N, 1459E,  80,    0, TY
WP, 31,2099110506,   , XRQA,   0,  65N, 1445E,  85,    0, TY
WP, 31,2099110512,   , XRQA,   0,  69N, 1429E, 110,    0, TY
WP, 31,2099110518,   , XRQA,   0,  71N, 1413E, 130,    0, ST
WP, 31,2099110521,   , XRQA,   0,  72N, 1405E, 140,    0, ST
WP, 31,2099110600,   , XRQA,   0,  73N, 1397E, 130,    0, ST
WP, 31,2099110606,   , XRQA,   0,  76N, 1380E, 135,    0, ST
WP, 31,2099110612,   , XRQA,   0,  79N, 1362E, 150,    0, ST
WP, 31,2099110618,   , XRQA,   0,  82N, 1344E, 160,    0, ST
WP, 31,2099110700,   , XRQA,   0,  87N, 1328E, 155,    0, ST
WP, 31,2099110706,   , XRQA,   0,  93N, 1311E, 165,    0, ST
WP, 31,2099110712,   , XRQA,   0, 102N, 1291E, 175,    0, ST
WP, 31,2099110718,   , XRQA,   0, 106N, 1269E, 185,    0, ST
WP, 31,2099110721,   , XRQA,   0, 108N, 1259E, 175,    0, ST
WP, 31,2099110800,   , XRQA,   0, 110N, 1248E, 165,    0, ST
WP, 31,2099110806,   , XRQA,   0, 114N, 1226E, 115,    0, TY
WP, 31,2099110812,   , XRQA,   0, 119N, 1205E,  95,    0, TY
WP, 31,2099110818,   , XRQA,   0, 123N, 1180E,  90,    0, TY
WP, 31,2099110900,   , XRQA,   0, 125N, 1165E,  90,    0, TY
WP, 31,2099110906,   , XRQA,   0, 135N, 1147E,  95,    0, TY
WP, 31,2099110912,   , XRQA,   0, 145N, 1131E,  95,    0, TY
WP, 31,2099110918,   , XRQA,   0, 154N, 1115E,  90,    0, TY
WP, 31,2099111000,   , XRQA,   0, 165N, 1102E,  95,    0, TY
WP, 31,2099111003,   , XRQA,   0, 172N, 1096E, 100,    0, TY
WP, 31,2099111006,   , XRQA,   0, 179N, 1091E,  95,    0, TY
WP, 31,2099111012,   , XRQA,   0, 193N, 1080E,  90,    0, TY
WP, 31,2099111018,   , XRQA,   0, 204N, 1074E,  65,    0, TY
WP, 31,2099111100,   , XRQA,   0, 216N, 1073E,  55,    0, TS
WP, 31,2099111106,   , XRQA,   0, 225N, 1079E,  45,    0, TS
WP, 31,2099111112,   , XRQA,   0, 231N, 1087E,  30,    0, TD
WP, 31,2099111118,   , XRQA,   0, 235N, 1101E,  25,    0, TD
WP, 31,2099111200,   , XRQA,   0, 238N, 1113E,  20,    0, DB,Haiyan
