WP, 09,2099061000,   , XRQA,   0,  58N, 1452E,  15,    0, DB
WP, 09,2099061006,   , XRQA,   0,  59N, 1445E,  15,    0, DB
WP, 09,2099061012,   , XRQA,   0,  59N, 1435E,  15,    0, DB
WP, 09,2099061018,   , XRQA,   0,  60N, 1425E,  15,    0, DB
WP, 09,2099061100,   , XRQA,   0,  60N, 1415E,  20,    0, DB
WP, 09,2099061106,   , XRQA,   0,  61N, 1407E,  20,    0, DB
WP, 09,2099061112,   , XRQA,   0,  63N, 1400E,  20,    0, DB
WP, 09,2099061118,   , XRQA,   0,  65N, 1394E,  25,    0, TD
WP, 09,2099061200,   , XRQA,   0,  68N, 1388E,  25,    0, TD
WP, 09,2099061206,   , XRQA,   0,  74N, 1382E,  25,    0, TD
WP, 09,2099061212,   , XRQA,   0,  77N, 1377E,  30,    0, TD
WP, 09,2099061218,   , XRQA,   0,  79N, 1373E,  30,    0, TD
WP, 09,2099061300,   , XRQA,   0,  83N, 1370E,  35,    0, TS
WP, 09,2099061306,   , XRQA,   0,  89N, 1365E,  35,    0, TS
WP, 09,2099061312,   , XRQA,   0,  90N, 1362E,  40,    0, TS
WP, 09,2099061318,   , XRQA,   0,  91N, 1363E,  45,    0, TS
WP, 09,2099061400,   , XRQA,   0,  92N, 1366E,  50,    0, TS
WP, 09,2099061406,   , XRQA,   0,  95N, 1368E,  60,    0, TS
WP, 09,2099061412,   , XRQA,   0,  99N, 1371E,  65,    0, TY
WP, 09,2099061418,   , XRQA,   0, 107N, 1374E,  75,    0, TY
WP, 09,2099061500,   , XRQA,   0, 113N, 1374E,  90,    0, TY
WP, 09,2099061506,   , XRQA,   0, 119N, 1372E, 120,    0, TY
WP, 09,2099061512,   , XRQA,   0, 127N, 1369E, 155,    0, ST
WP, 09,2099061518,   , XRQA,   0, 135N, 1368E, 170,    0, ST
WP, 09,2099061521,   , XRQA,   0, 139N, 1367E, 180,    0, ST
WP, 09,2099061600,   , XRQA,   0, 143N, 1365E, 170,    0, ST
WP, 09,2099061606,   , XRQA,   0, 151N, 1360E, 160,    0, ST
WP, 09,2099061612,   , XRQA,   0, 157N, 1356E, 155,    0, ST
WP, 09,2099061618,   , XRQA,   0, 165N, 1352E, 145,    0, ST
WP, 09,2099061700,   , XRQA,   0, 171N, 1344E, 130,    0, ST
WP, 09,2099061706,   , XRQA,   0, 174N, 1336E, 115,    0, TY
WP, 09,2099061712,   , XRQA,   0, 177N, 1329E, 105,    0, TY
WP, 09,2099061718,   , XRQA,   0, 180N, 1321E, 105,    0, TY
WP, 09,2099061800,   , XRQA,   0, 185N, 1316E, 115,    0, TY
WP, 09,2099061806,   , XRQA,   0, 193N, 1312E, 130,    0, ST
