WP, 02,2099021700,   , XRQA,   0,  30N, 1669E,  15,    0, DB
WP, 02,2099021706,   , XRQA,   0,  34N, 1665E,  15,    0, DB
WP, 02,2099021712,   , XRQA,   0,  38N, 1661E,  20,    0, DB
WP, 02,2099021718,   , XRQA,   0,  41N, 1656E,  25,    0, TD
WP, 02,2099021800,   , XRQA,   0,  44N, 1648E,  25,    0, TD
WP, 02,2099021806,   , XRQA,   0,  46N, 1638E,  30,    0, TD
WP, 02,2099021812,   , XRQA,   0,  48N, 1626E,  35,    0, TS
WP, 02,2099021818,   , XRQA,   0,  49N, 1612E,  40,    0, TS
WP, 02,2099021900,   , XRQA,   0,  48N, 1599E,  40,    0, TS
WP, 02,2099021906,   , XRQA,   0,  47N, 1584E,  45,    0, TS
WP, 02,2099021912,   , XRQA,   0,  46N, 1567E,  45,    0, TS
WP, 02,2099021918,   , XRQA,   0,  47N, 1556E,  55,    0, TS
WP, 02,2099022000,   , XRQA,   0,  48N, 1546E,  65,    0, TY
WP, 02,2099022006,   , XRQA,   0,  49N, 1538E,  60,    0, TS
WP, 02,2099022012,   , XRQA,   0,  51N, 1526E,  55,    0, TS
WP, 02,2099022018,   , XRQA,   0,  56N, 1515E,  65,    0, TY
WP, 02,2099022100,   , XRQA,   0,  61N, 1505E,  75,    0, TY
WP, 02,2099022106,   , XRQA,   0,  66N, 1496E,  70,    0, TY
WP, 02,2099022112,   , XRQA,   0,  70N, 1487E,  70,    0, TY
WP, 02,2099022118,   , XRQA,   0,  75N, 1480E,  75,    0, TY
WP, 02,2099022200,   , XRQA,   0,  83N, 1469E,  80,    0, TY
WP, 02,2099022206,   , XRQA,   0,  92N, 1461E,  85,    0, TY
WP, 02,2099022212,   , XRQA,   0,  99N, 1450E, 100,    0, TY
WP, 02,2099022218,   , XRQA,   0, 102N, 1441E, 105,    0, TY
WP, 02,2099022300,   , XRQA,   0, 106N, 1437E, 100,    0, TY
WP, 02,2099022306,   , XRQA,   0, 114N, 1432E, 115,    0, TY
WP, 02,2099022312,   , XRQA,   0, 120N, 1428E, 140,    0, ST
WP, 02,2099022318,   , XRQA,   0, 124N, 1424E, 120,    0, TY
WP, 02,2099022400,   , XRQA,   0, 127N, 1421E, 115,    0, TY
WP, 02,2099022406,   , XRQA,   0, 129N, 1417E, 100,    0, TY
WP, 02,2099022412,   , XRQA,   0, 131N, 1412E,  90,    0, TY
WP, 02,2099022418,   , XRQA,   0, 131N, 1407E, 105,    0, TY
WP, 02,2099022500,   , XRQA,   0, 134N, 1404E, 130,    0, ST
WP, 02,2099022506,   , XRQA,   0, 138N, 1402E, 140,    0, ST
WP, 02,2099022512,   , XRQA,   0, 142N, 1401E, 125,    0, TY
WP, 02,2099022518,   , XRQA,   0, 146N, 1399E, 115,    0, TY
WP, 02,2099022600,   , XRQA,   0, 149N, 1399E, 105,    0, TY
WP, 02,2099022606,   , XRQA,   0, 152N, 1399E, 115,    0, TY
WP, 02,2099022612,   , XRQA,   0, 154N, 1401E, 110,    0, TY
WP, 02,2099022618,   , XRQA,   0, 157N, 1401E,  95,    0, TY
WP, 02,2099022700,   , XRQA,   0, 159N, 1400E,  90,    0, TY
WP, 02,2099022706,   , XRQA,   0, 163N, 1399E,  75,    0, TY
WP, 02,2099022712,   , XRQA,   0, 164N, 1391E,  50,    0, TS
WP, 02,2099022718,   , XRQA,   0, 167N, 1378E,  30,    0, TD
WP, 02,2099022800,   , XRQA,   0, 172N, 1367E,  30,    0, TD
WP, 02,2099022806,   , XRQA,   0, 176N, 1356E,  30,    0, TD
WP, 02,2099022812,   , XRQA,   0, 182N, 1350E,  30,    0, TD
WP, 02,2099022818,   , XRQA,   0, 186N, 1346E,  25,    0, TD
WP, 02,2099030100,   , XRQA,   0, 191N, 1344E,  25,    0, TD
WP, 02,2099030106,   , XRQA,   0, 194N, 1342E,  25,    0, TD
WP, 02,2099030112,   , XRQA,   0, 197N, 1340E,  25,    0, TD
WP, 02,2099030118,   , XRQA,   0, 196N, 1339E,  20,    0, DB
WP, 02,2099030200,   , XRQA,   0, 194N, 1336E,  20,    0, DB
WP, 02,2099030206,   , XRQA,   0, 190N, 1332E,  20,    0, DB
WP, 02,2099030212,   , XRQA,   0, 184N, 1329E,  20,    0, DB
WP, 02,2099030218,   , XRQA,   0, 179N, 1325E,  20,    0, DB,Wutip
