WP, 01,2099050300,   , XRQA,   0,  49N, 1369E,  25,    0, DB
WP, 01,2099050306,   , XRQA,   0,  53N, 1365E,  25,    0, DB
WP, 01,2099050312,   , XRQA,   0,  58N, 1361E,  25,    0, DB
WP, 01,2099050318,   , XRQA,   0,  62N, 1357E,  25,    0, TD
WP, 01,2099050400,   , XRQA,   0,  73N, 1354E,  30,    0, TD
WP, 01,2099050406,   , XRQA,   0,  81N, 1353E,  30,    0, TD
WP, 01,2099050412,   , XRQA,   0,  86N, 1354E,  30,    0, TD
WP, 01,2099050418,   , XRQA,   0,  90N, 1359E,  35,    0, TS
WP, 01,2099050500,   , XRQA,   0,  96N, 1356E,  50,    0, TS
WP, 01,2099050506,   , XRQA,   0,  99N, 1349E,  45,    0, TS
WP, 01,2099050512,   , XRQA,   0, 102N, 1343E,  45,    0, TS
WP, 01,2099050518,   , XRQA,   0, 107N, 1336E,  45,    0, TS
WP, 01,2099050600,   , XRQA,   0, 112N, 1330E,  40,    0, TS
WP, 01,2099050606,   , XRQA,   0, 118N, 1324E,  45,    0, TS
WP, 01,2099050612,   , XRQA,   0, 124N, 1323E,  50,    0, TS
WP, 01,2099050618,   , XRQA,   0, 128N, 1319E,  55,    0, TS
WP, 01,2099050700,   , XRQA,   0, 131N, 1317E,  55,    0, TS
WP, 01,2099050706,   , XRQA,   0, 134N, 1314E,  60,    0, TS
WP, 01,2099050712,   , XRQA,   0, 136N, 1314E,  60,    0, TS
WP, 01,2099050718,   , XRQA,   0, 137N, 1314E,  65,    0, TY
WP, 01,2099050800,   , XRQA,   0, 140N, 1316E,  75,    0, TY
WP, 01,2099050806,   , XRQA,   0, 143N, 1320E,  80,    0, TY
WP, 01,2099050812,   , XRQA,   0, 146N, 1324E,  85,    0, TY
WP, 01,2099050818,   , XRQA,   0, 151N, 1330E, 120,    0, TY
WP, 01,2099050900,   , XRQA,   0, 157N, 1335E, 145,    0, ST
WP, 01,2099050906,   , XRQA,   0, 164N, 1344E, 160,    0, ST
WP, 01,2099050912,   , XRQA,   0, 173N, 1353E, 170,    0, ST
WP, 01,2099050918,   , XRQA,   0, 186N, 1360E, 155,    0, ST
WP, 01,2099051000,   , XRQA,   0, 195N, 1368E, 115,    0, TY
WP, 01,2099051006,   , XRQA,   0, 208N, 1378E,  85,    0, TY
WP, 01,2099051012,   , XRQA,   0, 221N, 1387E,  60,    0, TS
WP, 01,2099051018,   , XRQA,   0, 231N, 1395E,  55,    0, TS
WP, 01,2099051100,   , XRQA,   0, 239N, 1400E,  50,    0, TS
WP, 01,2099051106,   , XRQA,   0, 252N, 1410E,  50,    0, TS
WP, 01,2099051112,   , XRQA,   0, 261N, 1421E,  50,    0, TS
WP, 01,2099051118,   , XRQA,   0, 270N, 1436E,  50,    0, TS
WP, 01,2099051200,   , XRQA,   0, 277N, 1459E,  45,    0, EX
WP, 01,2099051206,   , XRQA,   0, 283N, 1479E,  40,    0, EX
WP, 01,2099051212,   , XRQA,   0, 285N, 1495E,  40,    0, EX
WP, 01,2099051218,   , XRQA,   0, 283N, 1508E,  40,    0, EX
WP, 01,2099051300,   , XRQA,   0, 281N, 1518E,  40,    0, EX
WP, 01,2099051306,   , XRQA,   0, 279N, 1534E,  40,    0, EX
WP, 01,2099051312,   , XRQA,   0, 277N, 1547E,  40,    0, EX
WP, 01,2099051318,   , XRQA,   0, 274N, 1554E,  40,    0, EX
WP, 01,2099051400,   , XRQA,   0, 272N, 1560E,  40,    0, EX
WP, 01,2099051406,   , XRQA,   0, 275N, 1575E,  40,    0, EX
WP, 01,2099051412,   , XRQA,   0, 281N, 1584E,  40,    0, EX
WP, 01,2099051418,   , XRQA,   0, 290N, 1591E,  40,    0, EX
WP, 01,2099051500,   , XRQA,   0, 301N, 1597E,  35,    0, EX
WP, 01,2099051506,   , XRQA,   0, 306N, 1605E,  30,    0, EX
WP, 01,2099051512,   , XRQA,   0, 312N, 1613E,  30,    0, EX
WP, 01,2099051518,   , XRQA,   0, 317N, 1625E,  30,    0, EX
WP, 01,2099051600,   , XRQA,   0, 323N, 1637E,  30,    0, EX
WP, 01,2099051606,   , XRQA,   0, 327N, 1652E,  30,    0, EX
WP, 01,2099051612,   , XRQA,   0, 330N, 1673E,  30,    0, EX
WP, 01,2099051618,   , XRQA,   0, 332N, 1697E,  30,    0, EX,Damrey
