WP, 33,2099120806,   , XRQA,   0,  43N, 1564E,  25,    0, DB
WP, 33,2099120812,   , XRQA,   0,  44N, 1562E,  25,    0, DB
WP, 33,2099120818,   , XRQA,   0,  44N, 1559E,  25,    0, DB
WP, 33,2099120900,   , XRQA,   0,  45N, 1556E,  25,    0, DB
WP, 33,2099120906,   , XRQA,   0,  45N, 1553E,  25,    0, DB
WP, 33,2099120912,   , XRQA,   0,  44N, 1550E,  25,    0, TD
WP, 33,2099120918,   , XRQA,   0,  44N, 1547E,  25,    0, TD
WP, 33,2099121000,   , XRQA,   0,  45N, 1546E,  30,    0, TD
WP, 33,2099121006,   , XRQA,   0,  45N, 1548E,  30,    0, TD
WP, 33,2099121012,   , XRQA,   0,  46N, 1551E,  30,    0, TD
WP, 33,2099121018,   , XRQA,   0,  47N, 1555E,  30,    0, TD
WP, 33,2099121100,   , XRQA,   0,  48N, 1560E,  30,    0, TD
WP, 33,2099121106,   , XRQA,   0,  48N, 1568E,  35,    0, TS
WP, 33,2099121112,   , XRQA,   0,  47N, 1574E,  30,    0, TD
WP, 33,2099121118,   , XRQA,   0,  46N, 1581E,  30,    0, TD
WP, 33,2099121200,   , XRQA,   0,  45N, 1587E,  30,    0, TD
WP, 33,2099121206,   , XRQA,   0,  46N, 1593E,  30,    0, TD
WP, 33,2099121212,   , XRQA,   0,  47N, 1598E,  40,    0, TS
WP, 33,2099121218,   , XRQA,   0,  45N, 1604E,  35,    0, TS
WP, 33,2099121300,   , XRQA,   0,  44N, 1610E,  30,    0, TD
WP, 33,2099121306,   , XRQA,   0,  43N, 1616E,  30,    0, TD
WP, 33,2099121312,   , XRQA,   0,  44N, 1621E,  30,    0, TD
WP, 33,2099121318,   , XRQA,   0,  46N, 1625E,  40,    0, TS
WP, 33,2099121400,   , XRQA,   0,  48N, 1623E,  45,    0, TS
WP, 33,2099121406,   , XRQA,   0,  50N, 1621E,  40,    0, TS
WP, 33,2099121412,   , XRQA,   0,  49N, 1620E,  50,    0, TS
WP, 33,2099121418,   , XRQA,   0,  49N, 1619E,  50,    0, TS
WP, 33,2099121500,   , XRQA,   0,  50N, 1621E,  40,    0, TS
WP, 33,2099121506,   , XRQA,   0,  50N, 1622E,  35,    0, TS
WP, 33,2099121512,   , XRQA,   0,  51N, 1621E,  45,    0, TS
WP, 33,2099121518,   , XRQA,   0,  52N, 1619E,  50,    0, TS
WP, 33,2099121600,   , XRQA,   0,  53N, 1617E,  55,    0, TS
WP, 33,2099121606,   , XRQA,   0,  54N, 1615E,  45,    0, TS
WP, 33,2099121612,   , XRQA,   0,  55N, 1614E,  45,    0, TS
WP, 33,2099121618,   , XRQA,   0,  56N, 1615E,  50,    0, TS
WP, 33,2099121700,   , XRQA,   0,  57N, 1616E,  60,    0, TS
WP, 33,2099121706,   , XRQA,   0,  58N, 1613E,  65,    0, TY
WP, 33,2099121712,   , XRQA,   0,  59N, 1612E,  75,    0, TY
WP, 33,2099121718,   , XRQA,   0,  59N, 1611E,  75,    0, TY
WP, 33,2099121800,   , XRQA,   0,  59N, 1610E,  65,    0, TY
WP, 33,2099121806,   , XRQA,   0,  58N, 1611E,  50,    0, TS
WP, 33,2099121812,   , XRQA,   0,  58N, 1614E,  60,    0, TS
WP, 33,2099121818,   , XRQA,   0,  59N, 1619E,  55,    0, TS
WP, 33,2099121900,   , XRQA,   0,  60N, 1620E,  65,    0, TY
WP, 33,2099121906,   , XRQA,   0,  62N, 1622E,  55,    0, TS
WP, 33,2099121912,   , XRQA,   0,  63N, 1622E,  60,    0, TS
WP, 33,2099121918,   , XRQA,   0,  65N, 1621E,  55,    0, TS
WP, 33,2099122000,   , XRQA,   0,  72N, 1615E,  50,    0, TS
WP, 33,2099122006,   , XRQA,   0,  77N, 1607E,  55,    0, TS
WP, 33,2099122012,   , XRQA,   0,  82N, 1598E,  70,    0, TY
WP, 33,2099122018,   , XRQA,   0,  86N, 1591E,  85,    0, TY
WP, 33,2099122100,   , XRQA,   0,  92N, 1584E, 110,    0, TY
WP, 33,2099122106,   , XRQA,   0,  98N, 1577E, 120,    0, TY
WP, 33,2099122112,   , XRQA,   0, 105N, 1568E, 150,    0, ST
WP, 33,2099122118,   , XRQA,   0, 110N, 1559E, 160,    0, ST
WP, 33,2099122200,   , XRQA,   0, 116N, 1551E, 155,    0, ST
WP, 33,2099122206,   , XRQA,   0, 123N, 1539E, 150,    0, ST
WP, 33,2099122212,   , XRQA,   0, 131N, 1527E, 155,    0, ST
WP, 33,2099122218,   , XRQA,   0, 139N, 1515E, 145,    0, ST
WP, 33,2099122300,   , XRQA,   0, 148N, 1502E, 125,    0, TY
WP, 33,2099122306,   , XRQA,   0, 156N, 1491E, 105,    0, TY
WP, 33,2099122312,   , XRQA,   0, 164N, 1482E,  95,    0, TY
WP, 33,2099122318,   , XRQA,   0, 173N, 1472E,  95,    0, TY
WP, 33,2099122400,   , XRQA,   0, 181N, 1466E,  95,    0, TY
WP, 33,2099122406,   , XRQA,   0, 192N, 1463E,  95,    0, TY
WP, 33,2099122412,   , XRQA,   0, 202N, 1465E,  95,    0, TY
WP, 33,2099122418,   , XRQA,   0, 217N, 1473E,  90,    0, TY
